region,location,street_address,num_of_rooms,size,fee,final_price,percentage_change,initial_price
Uppsalakommun,Luthagen,Geijersgatan 12 C,3,84.5,4128,3410000,"
            +18 %
          ",2889830
Uppsalakommun,Gränby,Albert Engströmsgatan 2H,3,75.5,4565,2200000,"
            -2 %
          ",2156862
Uppsalakommun,Norby,Eksoppsvägen 48,3,79.5,5700,4110000,"
            +25 %
          ",3288000
Uppsalakommun,Gottsunda,Henry Wemans väg 10,2,41.0,2426,1550000,"
            -3 %
          ",1504854
Uppsalakommun,Löten,Heidenstamsgatan 53,4,102.5,5469,2475000,"
            +8 %
          ",2291666
Uppsalakommun,Luthagen,Sturegatan 17b,2,68.1,3409,2550000,"
            +11 %
          ",2297297
Uppsalakommun,GRÄNBY,Solskensgatan 23,4,91.5,4906,3700000,"
            +6 %
          ",3490566
Uppsalakommun,Eriksberg,Glimmervägen 2C,2,60.0,2899,2200000,"
            ±0 %
          ",2200000
Uppsalakommun,Kapellgärdet,Orgelgatan 7,2,45.0,2238,2300000,"
            +15 %
          ",2000000
Uppsalakommun,Salabacke,Verkmästargatan 1B,1,24.0,1553,1295000,"
            ±0 %
          ",1295000
Uppsalakommun,Tunabackar,Torbjörnsgatan 36,3,82.5,3534,2750000,"
            +10 %
          ",2500000
Uppsalakommun,Kapellgärdet,Portalgatan 17,4,93.0,5132,3305000,"
            +11 %
          ",2977477
Uppsalakommun,KUNGSÄNGEN,Bobingatan 2,4,102.0,5308,4350000,"
            ±0 %
          ",4350000
Uppsalakommun,Luthagen,Luthagsesplanaden 32A,1,20.0,1002,1550000,"
            -3 %
          ",1504854
Uppsalakommun,Eriksberg,Stigbergsplan 1B,5,112.3,5935,6200000,"
            +31 %
          ",4732824
Uppsalakommun,Kungsängen,Kungsängsgatan 57G,4,116.0,5127,5500000,"
            ±0 %
          ",5500000
Uppsalakommun,Luthagen,Geijersgatan 27C,1,33.5,1752,2125000,"
            +12 %
          ",1897321
Uppsalakommun,Luthagen,Tiundagatan 43,4,89.0,5041,3100000,"
            -14 %
          ",2719298
Uppsalakommun,Valsätra,Henry Wemans väg 4 vån 4 / 4,2,41.0,2736,1600000,"
            +7 %
          ",1495327
Uppsalakommun,Årsta,Kummingatan 52A,3,79.7,4521,2350000,"
            -2 %
          ",2303921
Uppsalakommun,Rosendal,Betty Petterssons gata 9,2,59.0,2994,2445000,"
            ±0 %
          ",2445000
Uppsalakommun,Fålhagen,Torkelsgatan 2B,2,54.5,3239,2380000,"
            +4 %
          ",2288461
Uppsalakommun,Kungsängen,Sågargatan 13B,3,85.0,4620,4400000,"
            ±0 %
          ",4400000
Uppsalakommun,Höganäs,Vaksalagatan 36A,1,41.0,2315,1950000,"
            +5 %
          ",1857142
Uppsalakommun,NYBY,Lidnersgatan 1,3,76.5,4333,1950000,"
            +5 %
          ",1857142
Uppsalakommun,Fålhagen,Salagatan 53C,2,41.0,2984,2300000,"
            +16 %
          ",1982758
Uppsalakommun,Salabacke,Snickargatan 12,3,85.5,3442,2400000,"
            +15 %
          ",2086956
Uppsalakommun,Luthagen,Tegnérgatan 31B,2,48.0,2978,2295000,"
            ±0 %
          ",2295000
Uppsalakommun,Kvarngärdet,Råbyvägen 39B *Accepterat pris*,2,49.0,2899,1995000,"
            ±0 %
          ",1995000
Uppsalakommun,Gränby,Blixtgatan 1,3,77.5,3887,2100000,"
            +24 %
          ",1693548
Uppsalakommun,Uppsala,Gränby bilgata 20,2,59.5,3873,1610000,"
            +1 %
          ",1594059
Uppsalakommun,Kapellgärdet,Orgelgatan 7,2,45.0,2238,2450000,"
            -4 %
          ",2355769
Uppsalakommun,Fålhagen,Vallbygatan 13,2,51.9,3340,2100000,"
            +6 %
          ",1981132
Uppsalakommun,Sommarro,Norbyvägen 75 B,3,73.0,3969,2895000,"
            ±0 %
          ",2895000
Uppsalakommun,Kungsgärdet,S:t Johannesgatan 36A,1,33.0,2430,1575000,"
            ±0 %
          ",1575000
Uppsalakommun,Kapellgärdet,Portalgatan 65,4,104.0,5968,4000000,"
            +14 %
          ",3508771
Uppsalakommun,Luthagen,Tiundagatan 39,3,72.0,3550,2795000,"
            ±0 %
          ",2795000
Uppsalakommun,Norby,Malma Stenväg 6,3,63.5,3813,2480000,"
            +15 %
          ",2156521
Uppsalakommun,Salabacke,Murargatan 8F,2,52.0,2786,2110000,"
            +18 %
          ",1788135
Uppsalakommun,Uppsala,Johannesbäcksgatan 84C,2,58.1,3126,1875000,"
            ±0 %
          ",1875000
Uppsalakommun,Luthagen,Sturegatan 18A,4,117.0,5374,4350000,"
            ±0 %
          ",4350000
Uppsalakommun,Salabacke,Ritargatan 8B,4,96.3,4181,3000000,"
            +4 %
          ",2884615
Uppsalakommun,Kapellgärdet,Orgelgatan 16,2,41.0,2403,2175000,"
            +4 %
          ",2091346
Uppsalakommun,Kapellgärdet,Portalgatan 79,4,106.5,6094,4750000,"
            +13 %
          ",4203539
Uppsalakommun,Tunabackar,Väpnargatan 3A,3,77.5,3875,2195000,"
            ±0 %
          ",2195000
Uppsalakommun,Ekeby,Reykjaviksgatan 124,4,101.0,4478,3850000,"
            +3 %
          ",3737864
Uppsalakommun,Salabacke,Ritargatan 5,2,42.5,2020,1775000,"
            +5 %
          ",1690476
Uppsalakommun,Fålhagen,Petterslundsgatan 21B,3,67.0,3145,2650000,"
            +2 %
          ",2598039
Uppsalakommun,Gunsta,Hjulaxelvägen 76,2,53.0,2951,1700000,"
            -3 %
          ",1650485
Uppsalakommun,Salabacke,Byggmästargatan 17B,1,43.0,2438,1650000,"
            +3 %
          ",1601941
Uppsalakommun,Kapellgärdet,Råbyvägen 84,2,76.5,4133,2305000,"
            ±0 %
          ",2305000
Uppsalakommun,Industristaden,Skyttelgatan 8,4,112.0,5354,5470000,"
            +17 %
          ",4675213
Uppsalakommun,Kapellgärdet,Orgelgatan 11,4,89.0,4985,4045000,"
            -1 %
          ",4004950
Uppsalakommun,Kungsängen,Tullgarnsgatan 9,3,79.0,4105,3240000,"
            +8 %
          ",3000000
Uppsalakommun,Årsta,Fänkålsgatan 4,2,63.0,3747,1900000,"
            +6 %
          ",1792452
Uppsalakommun,Uppsala,Pelargatan 26,4,94.0,4959,4200000,"
            +14 %
          ",3684210
Uppsalakommun,Fålhagen,Eskilsgatan 4 B,1,38.5,2497,2045000,"
            +3 %
          ",1985436
Uppsalakommun,Centrum,Bangårdsgatan 1B,2,62.0,2957,3600000,"
            +13 %
          ",3185840
Uppsalakommun,Storvreta,Slöjmolnsvägen 17,5,121.5,7334,2600000,"
            +9 %
          ",2385321
Uppsalakommun,CENTRUM,Hamnesplanaden 4B,3,81.5,4018,3750000,"
            +4 %
          ",3605769
Uppsalakommun,Gränby,Albert Engströmsgatan 2H,2,53.0,3505,1995000,"
            ±0 %
          ",1995000
Uppsalakommun,Luthagen,Gimogatan 5B,2,44.5,2765,1795000,"
            ±0 %
          ",1795000
Uppsalakommun,Luthagen,Stabby allé 7 B,2,55.7,2966,2250000,"
            +13 %
          ",1991150
Uppsalakommun,VALSÄTRA,Malma backe 3E,1,43.0,3495,1295000,"
            ±0 %
          ",1295000
Uppsalakommun,Fålhagen,Ymergatan 7A,3,79.0,4759,3750000,"
            +14 %
          ",3289473
Uppsalakommun,Höganäs,Torkelsgatan 38B,1,42.0,2078,1895000,"
            ±0 %
          ",1895000
Uppsalakommun,ÖvreSlotts,Rundelsgränd 6 E,4,103.6,3818,5100000,"
            +3 %
          ",4951456
Uppsalakommun,Kapellgärdet,Djäknegatan 8,3,57.0,3039,1950000,"
            +9 %
          ",1788990
Uppsalakommun,Eriksberg,Fältspatsvägen 4,2,59.0,2859,2220000,"
            +3 %
          ",2155339
Uppsalakommun,Uppsala,Geijersgatan 52B,1.5,38.9,2206,1940000,"
            +2 %
          ",1901960
Uppsalakommun,Bellman,Bellmansgatan 112,1,41.5,2338,1450000,"
            +5 %
          ",1380952
Uppsalakommun,Kungsängen,Kungsängsgatan 55E,2,45.4,2648,2370000,"
            +3 %
          ",2300970
Uppsalakommun,Gränby,Råbyvägen 55F,2,54.0,3187,1650000,"
            -8 %
          ",1527777
Uppsalakommun,Kapellgärdet,Portalgatan 62,2,58.5,3459,2450000,"
            +2 %
          ",2401960
Uppsalakommun,Luthagen,Sturegatan 16 B,1,29.0,1729,1730000,"
            -4 %
          ",1663461
Uppsalakommun,Kungsängen,Kungsängsgatan 57 A,2.5,70.0,4200,2625000,"
            +1 %
          ",2599009
Uppsalakommun,Fålhagen,Torkelsgatan 17 A,3,68.0,3909,2975000,"
            ±0 %
          ",2975000
Uppsalakommun,Bälinge,Allmänningsvägen 9B,3,91.0,5216,2550000,"
            +11 %
          ",2297297
Uppsalakommun,Rickomberga,Gösta Wahlströms väg 5,3,85.0,3770,3500000,,2297297
Uppsalakommun,Kungsängen,Tullgarnsgatan 7,3,78.0,4105,3500000,"
            +11 %
          ",3153153
Uppsalakommun,Vårdsätra,Eksätravägen 144,3,78.9,5265,2050000,"
            ±0 %
          ",2050000
Uppsalakommun,FrämreLuthagen,Börjegatan 1B,3.5,86.0,4441,4550000,"
            +8 %
          ",4212962
Uppsalakommun,Höganäs,Väderkvarnsgatan 8A,1.5,44.0,2341,2000000,"
            +6 %
          ",1886792
Uppsalakommun,Uppsala,Luthagsesplanaden 10B,1,27.0,1686,1750000,"
            ±0 %
          ",1750000
Uppsalakommun,Herrhagen,Herrhagsvägen 195 - FAST PRIS!,3,76.0,3976,2120000,"
            +1 %
          ",2099009
Uppsalakommun,Kapellgärdet,Råbyvägen 26,3,105.5,5961,3610000,"
            +17 %
          ",3085470
Uppsalakommun,Kapellgärdet,Ljusbärargatan 5,2,54.0,3179,2750000,"
            +12 %
          ",2455357
Uppsalakommun,TunaBackar,Fjärdhundragatan 58,1,25.5,1475,1225000,"
            -5 %
          ",1166666
Uppsalakommun,Tunabackar,Torbjörnsgatan 14,1,48.4,2261,1650000,"
            -3 %
          ",1601941
Uppsalakommun,FrämreLuthagen,Luthagsesplanaden 21 B,3.5,78.0,3603,3400000,"
            +5 %
          ",3238095
Uppsalakommun,Fålhagen,Hjalmar Brantingsgatan 8 A,2,57.5,3722,2695000,"
            ±0 %
          ",2695000
Uppsalakommun,Fålhagen,Fålhagsleden 6C,2,51.5,2581,2195000,"
            ±0 %
          ",2195000
Uppsalakommun,LUTHAGEN,Luthagsesplanaden 15C,3,76.5,4342,2950000,"
            +2 %
          ",2892156
Uppsalakommun,Nyby,Wivalliusgatan 25,2,61.0,3175,1695000,"
            ±0 %
          ",1695000
Uppsalakommun,Gottsunda,Henry Wemans väg 2,5,93.0,5425,2395000,"
            ±0 %
          ",2395000
Uppsalakommun,Luthagen,Tegnérgatan 5A,2.5,67.0,4455,2700000,"
            +18 %
          ",2288135
Uppsalakommun,Luthagen,Hällbygatan 37,2,62.0,3524,2535000,"
            +8 %
          ",2347222
Uppsalakommun,Luthagen,Luthagsesplanaden 6 A,1,36.0,1094,2130000,"
            +7 %
          ",1990654
Uppsalakommun,NorraRosendal,Dekangatan 10 (2-1307),2,43.0,2521,1895000,"
            ±0 %
          ",1895000
Uppsalakommun,Kungsängen,Skyttelgatan 7,3,82.0,3567,3900000,,1895000
Uppsalakommun,Svartbäcken,Swedenborgsgatan 32 B,3,73.0,4526,2900000,"
            +4 %
          ",2788461
Uppsalakommun,Kungsängen,"Kungsgatan 93F, VÅN 4",4,109.5,4455,4500000,,2788461
Uppsalakommun,Salabacke,Ritargatan 1B **ACCEPTERAT PRIS**,2,43.5,2367,1585000,"
            -2 %
          ",1553921
Uppsalakommun,Luthagen,Luthagsesplanaden 30C,1,36.0,1668,2115000,"
            +18 %
          ",1792372
Uppsalakommun,Gottsunda,Kontrabasvägen 4,3,101.0,5504,1650000,"
            ±0 %
          ",1650000
Uppsalakommun,Ulleråker,Eva Lagerwalls Väg 24,4,101.5,5935,4250000,"
            +9 %
          ",3899082
Uppsalakommun,NORBY,Svampvägen 8B,2,60.0,3438,1750000,"
            +17 %
          ",1495726
Uppsalakommun,Årsta,Sparrisgatan 7 A,3,107.0,6336,2700000,"
            +8 %
          ",2500000
Uppsalakommun,Fjärdingen,Åsgränd 4B,5,131.0,5092,9200000,"
            +23 %
          ",7479674
Uppsalakommun,SÄVJA,Ölandsresan 3B,2,51.0,3048,1935000,"
            +12 %
          ",1727678
Uppsalakommun,Eriksberg,Västertorg 5A,4,113.5,4470,4120000,"
            +18 %
          ",3491525
Uppsalakommun,Stabby,Stabby allé 13A -FAST PRIS,2,74.9,4357,2300000,"
            ±0 %
          ",2300000
Uppsalakommun,Slavsta,Klarbärsgatan 102,3,68.6,5063,2510000,"
            +5 %
          ",2390476
Uppsalakommun,Rosendal,Gerd Enequists gata 14,4,97.5,5375,3845000,"
            ±0 %
          ",3845000
Uppsalakommun,Fålhagen,Norrtäljegatan 28,2,53.0,3640,2030000,"
            +2 %
          ",1990196
Uppsalakommun,Kungsängen,Tullgarnsgatan 3,2,45.5,2402,2500000,"
            +5 %
          ",2380952
Uppsalakommun,Gottsunda,Valthornsvägen 44C,3,78.0,4533,1500000,"
            +16 %
          ",1293103
Uppsalakommun,FRÄMRELUTHAGEN,Götgatan 10A,4,97.0,4838,4800000,"
            +1 %
          ",4752475
Uppsalakommun,Fålhagen,S:t Göransgatan 24A,2,44.5,2550,2050000,"
            +8 %
          ",1898148
Uppsalakommun,Gränby,Molngatan 27,2,61.5,3139,1950000,"
            ±0 %
          ",1950000
Uppsalakommun,Svartbäcken,Sköldungagatan 31,4,113.1,3288,4500000,"
            +22 %
          ",3688524
Uppsalakommun,Ulleråker,Gustaf Kjellbergs väg 4,3,63.1,4541,2470000,"
            +24 %
          ",1991935
Uppsalakommun,Salabacke,Fyrislundsgatan 37B,1.5,35.0,2266,1680000,"
            +5 %
          ",1600000
Uppsalakommun,Storvreta,Morgonvägen 14,4,99.0,5860,2500000,"
            +25 %
          ",2000000
Uppsalakommun,Luthagen,Tiundagatan 36B,3,81.5,3881,3225000,"
            +15 %
          ",2804347
Uppsalakommun,Salabacke,Årstagatan 15,2,57.0,3226,2050000,"
            +8 %
          ",1898148
Uppsalakommun,Fålhagen,Frodegatan 13C,1,30.0,2122,1950000,"
            +3 %
          ",1893203
Uppsalakommun,Sävja,Gotlandsresan 174,4,93.0,5682,2100000,"
            +11 %
          ",1891891
Uppsalakommun,Luthagen,Tegnérgatan 28 A,2.5,57.0,3161,2395000,"
            ±0 %
          ",2395000
Uppsalakommun,Sommarro,Karlsrogatan 81,2,58.0,2696,2300000,"
            +5 %
          ",2190476
Uppsalakommun,Salabacke,Byggmästargatan 1B,1,38.2,2529,1715000,"
            +1 %
          ",1698019
Uppsalakommun,Kungsängen,Tullgarnsgatan 3,1,34.0,1873,1850000,"
            ±0 %
          ",1850000
Uppsalakommun,Kungsängen,Sågargatan 8B,2,48.0,2141,2450000,"
            ±0 %
          ",2450000
Uppsalakommun,Stenhagen,Stenrösvägen 81,4,93.5,6852,1800000,"
            +20 %
          ",1500000
Uppsalakommun,Ulleråker,Gustaf Kjellbergs Väg 6,4,93.1,6179,3250000,"
            +18 %
          ",2754237
Uppsalakommun,Höganäs,S:t Olofsgatan 62B,3,60.0,2796,2660000,"
            +3 %
          ",2582524
Uppsalakommun,Kapellgärdet,Portalgatan 66,3,81.0,4238,3450000,"
            ±0 %
          ",3450000
Uppsalakommun,Centrum,Ellegatan 1,3,92.0,3818,4510000,"
            +16 %
          ",3887931
Uppsalakommun,Fålhagen,Frodegatan 14 B,2,55.5,3516,2350000,"
            +2 %
          ",2303921
Uppsalakommun,Salabacke,Årstagatan 18 B,2,50.5,2914,1750000,"
            -3 %
          ",1699029
Uppsalakommun,Fålhagen,Ymergatan 6B,1,44.0,2106,2395000,"
            ±0 %
          ",2395000
Uppsalakommun,Fålhagen,Petterslundsgatan 23C,3,67.0,3284,2475000,"
            +4 %
          ",2379807
Uppsalakommun,Fålhagen,Torkelsgatan 17C,2,41.0,2827,2010000,"
            +1 %
          ",1990099
Uppsalakommun,Fålhagen,Väderkvarnsgatan 39A,3,79.0,4759,4500000,,1990099
Uppsalakommun,Uppsala,Oxelgatan 22,2,57.0,3500,2525000,"
            +27 %
          ",1988188
Uppsalakommun,Herrhagen,Stenhuggarvägen 21,5,118.0,4862,4130000,"
            +12 %
          ",3687499
Uppsalakommun,FrämreLuthagen,Börjegatan 1B,1,14.0,1081,1250000,"
            +5 %
          ",1190476
Uppsalakommun,Höganäs,Väderkvarnsgatan 8B,1.5,44.0,2341,2200000,"
            +10 %
          ",1999999
Uppsalakommun,Salabacke,Årstagatan 35,2,66.0,3248,2425000,"
            +22 %
          ",1987704
Uppsalakommun,Salabacke,Kastanjegatan 3,2,53.5,3116,1850000,"
            +3 %
          ",1796116
Uppsalakommun,Sävja,Blekingevägen 8,2,64.5,4108,1450000,"
            +21 %
          ",1198347
Uppsalakommun,Gottsunda,Cellovägen 17,3,82.0,4470,1200000,"
            ±0 %
          ",1200000
Uppsalakommun,Kungsängen,Kungsängsgatan 57A,1.5,42.0,3009,2150000,"
            +8 %
          ",1990740
Uppsalakommun,Uppsala,Ringgatan 20C,2,57.0,3175,2575000,"
            +12 %
          ",2299107
Uppsalakommun,Rosendal,Torgny Segerstedts allé 94,3,86.0,5043,3750000,"
            -1 %
          ",3712871
Uppsalakommun,Salabacke,Murargatan 22 B,2,56.1,2915,1700000,"
            -3 %
          ",1650485
Uppsalakommun,Årsta,Fyrislundsgatan 48,3,83.5,2696,2625000,"
            +15 %
          ",2282608
Uppsalakommun,Löten,Lings väg 74,2,69.0,4202,1870000,"
            +4 %
          ",1798076
Uppsalakommun,Gränby,Albert Engströmsgatan 2H,1,25.5,2123,1050000,"
            -4 %
          ",1009615
Uppsalakommun,Gränby,Marknadsgatan 30A,2,52.5,3308,2500000,"
            ±0 %
          ",2500000
Uppsalakommun,Tunabackar,Idrottsgatan 16,5,115.9,4613,4500000,"
            +13 %
          ",3982300
Uppsalakommun,Gunsta,Hjulaxelvägen 72,4,81.0,4509,2500000,"
            +2 %
          ",2450980
Uppsalakommun,Gränby,Marknadsgatan 44,3,78.5,4579,3200000,"
            ±0 %
          ",3200000
Uppsalakommun,Gränbystaden,Marknadsgatan 48,3,79.5,4638,3050000,"
            ±0 %
          ",3050000
Uppsalakommun,Gränby,Marknadsgatan 40,1,32.0,2053,1575000,"
            ±0 %
          ",1575000
Uppsalakommun,Gränbystaden,Marknadsgatan 44,2,43.5,2741,1775000,"
            ±0 %
          ",1775000
Uppsalakommun,Gränby,Marknadsgatan 30A,3,68.5,3996,2750000,"
            ±0 %
          ",2750000
Uppsalakommun,Gränby,Marknadsgatan 40,3,78.5,4579,2900000,"
            ±0 %
          ",2900000
Uppsalakommun,Gränby,Marknadsgatan 44,3,78.5,4579,2950000,"
            ±0 %
          ",2950000
Uppsalakommun,FÅLHAGEN,S:t Göransgatan 26B,4,130.0,4821,7390000,"
            -1 %
          ",7316831
Uppsalakommun,CentralaUppsala,Dragarbrunnsgatan 53,1,21.5,1482,1620000,"
            +2 %
          ",1588235
Uppsalakommun,Luthagen,Tegnérgatan 33B,1,23.5,1872,1650000,"
            +3 %
          ",1601941
Uppsalakommun,SÄVJA,"Ölandsresan 3D, våning 11",3,77.0,4045,3300000,"
            +10 %
          ",2999999
Uppsalakommun,Årsta,Kamomillgatan 23,3,78.0,4315,2300000,"
            +18 %
          ",1949152
Uppsalakommun,Centrum,Svartbäcksgatan 43G,2,65.2,3839,3000000,,1949152
Uppsalakommun,Gränby,Marknadsgatan 30A,3,68.5,3996,2500000,"
            ±0 %
          ",2500000
Uppsalakommun,Gränbystaden,Marknadsgatan 30A,2,43.0,2709,1825000,"
            ±0 %
          ",1825000
Uppsalakommun,Gränby,Råbyvägen 55H,2,35.0,2594,1620000,"
            -4 %
          ",1557692
Uppsalakommun,Fålhagen,Salagatan 55B,1,39.5,2928,2250000,"
            +7 %
          ",2102803
Uppsalakommun,FrämreLuthagen,Sturegatan 1,1,40.1,2676,2400000,"
            +1 %
          ",2376237
Uppsalakommun,SödraRosendal,Rosendalsvägen 12C,3,91.0,4452,4995000,"
            ±0 %
          ",4995000
Uppsalakommun,Fålhagen,Väderkvarnsgatan 38B,1,41.5,2687,2400000,"
            +15 %
          ",2086956
Uppsalakommun,Salabacke,Lästmakargatan 12B,3,76.5,4613,2875000,"
            +11 %
          ",2590090
Uppsalakommun,Centrum,Dragarbrunnsgatan 11B,2,64.5,3161,2070000,"
            -6 %
          ",1952830
Uppsalakommun,Centrum,S:t Olofsgatan 31 A,3,91.0,4604,4950000,,1952830
Uppsalakommun,Fålhagen,Hjalmar Brantingsgatan 21,4,91.0,4815,4240000,"
            +21 %
          ",3504132
Uppsalakommun,Kungsängen,Siktargatan 30,3,84.0,4591,3700000,"
            +12 %
          ",3303571
Uppsalakommun,Tunabackar,Tunagatan 7 F,2,57.0,2959,2320000,"
            +11 %
          ",2090090
