region,location,link,street_address,num_of_rooms,size,fee,final_price,percentage_change,price,sold_date
Uppsalakommun,Kungsängen,https://www.hemnet.se/salda/lagenhet-3rum-kungsangen-industristaden-uppsala-kommun-sallargatan-1-5908998706802123841,Sållargatan 1,3,91.5,5073,3295000,            ±0 %          ,3295000,Såld7oktober2022
Uppsalakommun,Salabacke,https://www.hemnet.se/salda/lagenhet-3rum-salabacke-uppsala-kommun-apelgatan-10-4059074366772504765,Apelgatan 10,3,64.0,3170,1800000,            -3 %          ,1747572,Såld7oktober2022
Uppsalakommun,Löten,https://www.hemnet.se/salda/lagenhet-3rum-loten-uppsala-kommun-lings-vag-39-8925129434496865185,Lings väg 39,3,80.0,4825,2300000,            +18 %          ,1949152,Såld7oktober2022
Uppsalakommun,Höganäs,"https://www.hemnet.se/salda/lagenhet-1,5rum-hoganas-uppsala-kommun-s-t-olofsgatan-52b-7941458874907695718",S:t Olofsgatan 52B,1.5,44.5,2697,2050000,            ±0 %          ,2050000,Såld7oktober2022
Uppsalakommun,Salabacke,https://www.hemnet.se/salda/lagenhet-2rum-salabacke-uppsala-kommun-johannelundsgatan-4-7862082678788346176,Johannelundsgatan 4,2,56.0,3221,1900000,            -5 %          ,1809523,Såld7oktober2022
Uppsalakommun,Gränby,https://www.hemnet.se/salda/lagenhet-3rum-granby-uppsala-kommun-solskensgatan-1-7340859013164592714,Solskensgatan 1,3,85.0,4288,2695000,            ±0 %          ,2695000,Såld7oktober2022
Uppsalakommun,Rickomberga,https://www.hemnet.se/salda/lagenhet-2rum-rickomberga-uppsala-kommun-hildur-ottelinsgatan-1c-6199523176635441112,Hildur Ottelinsgatan 1C,2,46.0,3273,1795000,            ±0 %          ,1795000,Såld7oktober2022
Uppsalakommun,Luthagen,https://www.hemnet.se/salda/lagenhet-4rum-luthagen-uppsala-kommun-gotgatan-30-d-5923620762116768506,Götgatan 30 D,4,91.0,5004,3650000,            -3 %          ,3543689,Såld7oktober2022
Uppsalakommun,Nyby,https://www.hemnet.se/salda/lagenhet-2rum-nyby-uppsala-kommun-topeliusgatan-4-3262873311058456220,Topeliusgatan 4,2,60.5,4242,1500000,            -6 %          ,1415094,Såld7oktober2022
Uppsalakommun,LÖTEN,https://www.hemnet.se/salda/lagenhet-2rum-loten-uppsala-kommun-lings-vag-50-3132360698757582449,Lings väg 50,2,69.0,4236,1595000,            ±0 %          ,1595000,Såld7oktober2022
Uppsalakommun,Luthagen,https://www.hemnet.se/salda/lagenhet-2rum-luthagen-uppsala-kommun-norrlandsgatan-38a-1992860646198407904,Norrlandsgatan 38A,2,60.8,3389,2295000,            ±0 %          ,2295000,Såld7oktober2022
Uppsalakommun,Rosendal,"https://www.hemnet.se/salda/lagenhet-2rum-rosendal-uppsala-kommun-torgny-segerstedts-alle-9,-van-5-8616385533343146880","Torgny Segerstedts Allé 9, VÅN 5",2,38.0,2214,1815000,            -2 %          ,1779411,Såld6oktober2022
Uppsalakommun,Salabacke,"https://www.hemnet.se/salda/lagenhet-2,5rum-salabacke-uppsala-kommun-arstagatan-37-1053998306405286846",Årstagatan 37,2.5,64.0,3170,1960000,            +1 %          ,1940594,Såld6oktober2022
Uppsalakommun,Svartbäcken,https://www.hemnet.se/salda/lagenhet-3rum-svartbacken-uppsala-kommun-tunagatan-3b-7356005518619515576,Tunagatan 3B,3,73.0,4132,2600000,            -3 %          ,2524271,Såld6oktober2022
Uppsalakommun,Centrum,https://www.hemnet.se/salda/lagenhet-1rum-centrum-fjardingen-uppsala-kommun-gotgatan-14b-6620884992273024780,Götgatan 14B,1,39.5,2240,2060000,            -2 %          ,2019607,Såld6oktober2022
Uppsalakommun,Kungsängen,"https://www.hemnet.se/salda/lagenhet-2,5rum-kungsangen-industristaden-uppsala-kommun-kryddblandargatan-7-5870022286962589639",Kryddblandargatan 7,2.5,68.0,3573,2445000,            +2 %          ,2397058,Såld6oktober2022
Uppsalakommun,Höganäs,"https://www.hemnet.se/salda/lagenhet-2,5rum-hoganas-uppsala-kommun-salagatan-15a-5450832818718783947",Salagatan 15A,2.5,57.0,3956,2400000,            -7 %          ,2242990,Såld6oktober2022
Uppsalakommun,Kapellgärdet,https://www.hemnet.se/salda/lagenhet-2rum-kapellgardet-uppsala-kommun-vattholmavagen-6c-4215653782104559597,Vattholmavägen 6C,2,56.0,3177,2450000,            +3 %          ,2378640,Såld6oktober2022
Uppsalakommun,Luthagen,https://www.hemnet.se/salda/lagenhet-4rum-luthagen-uppsala-kommun-klockargatan-12-2289663287984170190,Klockargatan 12,4,89.0,5851,2550000,            -5 %          ,2428571,Såld6oktober2022
Uppsalakommun,Länna,https://www.hemnet.se/salda/lagenhet-4rum-lanna-uppsala-kommun-lanna-bruksgata-7-2006762588445763203,Länna bruksgata 7,4,98.0,4688,2100000,            +11 %          ,1891891,Såld6oktober2022
Uppsalakommun,Luthagen,https://www.hemnet.se/salda/lagenhet-2rum-luthagen-stabby-uppsala-kommun-tiundagatan-47-299353620983254500,Tiundagatan 47,2,45.2,2338,1850000,            -7 %          ,1728971,Såld6oktober2022
Uppsalakommun,Sävja,"https://www.hemnet.se/salda/lagenhet-2,5rum-savja-uppsala-kommun-smalandsvagen-2-5201119523923521134",Smålandsvägen 2,2.5,64.0,4702,1500000,            +8 %          ,1388888,Såld5oktober2022
Uppsalakommun,Rosendal,https://www.hemnet.se/salda/lagenhet-2rum-rosendal-uppsala-kommun-amanuensgatan-3-6626124544075310453,Amanuensgatan 3,2,54.0,3208,2450000,            ±0 %          ,2450000,Såld5oktober2022
Uppsalakommun,FrämreLuthagen,https://www.hemnet.se/salda/lagenhet-3rum-framre-luthagen-uppsala-kommun-fredsgatan-2b-3960825483403868742,Fredsgatan 2B,3,80.5,3818,3850000,            +10 %          ,3499999,Såld5oktober2022
Uppsalakommun,Höganäs,"https://www.hemnet.se/salda/lagenhet-1,5rum-hoganas-uppsala-kommun-hoganasgatan-7a-3515743234692653880",Höganäsgatan 7A,1.5,44.5,2697,1800000,            -5 %          ,1714285,Såld5oktober2022
Uppsalakommun,Ultuna,https://www.hemnet.se/salda/lagenhet-1rum-ultuna-uppsala-kommun-gote-turessons-vag-7-a-3514907574369538574,Göte Turessons väg 7 A,1,35.0,2570,1495000,            ±0 %          ,1495000,Såld5oktober2022
Uppsalakommun,Herrhagen,https://www.hemnet.se/salda/lagenhet-3rum-herrhagen-uppsala-kommun-herrhagsvagen-193-864206092505060076,Herrhagsvägen 193,3,76.0,4056,1995000,            ±0 %          ,1995000,Såld5oktober2022
Uppsalakommun,FrämreLuthagen,https://www.hemnet.se/salda/lagenhet-2rum-framre-luthagen-uppsala-kommun-sturegatan-4b-157411453173933648,Sturegatan 4B,2,38.0,1257,2275000,            ±0 %          ,2275000,Såld5oktober2022
Uppsalakommun,Uppsala,https://www.hemnet.se/salda/lagenhet-1rum-uppsala-uppsala-kommun-kungsangsgatan-36a-8440871196520878971,Kungsängsgatan 36A,1,33.6,2129,1650000,            -3 %          ,1601941,Såld4oktober2022
Uppsalakommun,Gottsunda,https://www.hemnet.se/salda/lagenhet-4rum-gottsunda-uppsala-kommun-valthornsvagen-34b-8076770091271323109,Valthornsvägen 34B,4,99.0,5670,2500000,            ±0 %          ,2500000,Såld4oktober2022
Uppsalakommun,NorraRosendal,https://www.hemnet.se/salda/lagenhet-1rum-norra-rosendal-uppsala-kommun-dekangatan-10-2-1301-7652815963256573935,Dekangatan 10 (2-1301),1,29.0,1700,1555000,            ±0 %          ,1555000,Såld4oktober2022
Uppsalakommun,Luthagen,https://www.hemnet.se/salda/lagenhet-4rum-luthagen-uppsala-kommun-hallbygatan-19-4107619665750612607,Hällbygatan 19,4,105.0,5672,3545000,            -1 %          ,3509900,Såld4oktober2022
Uppsalakommun,Luthagen,https://www.hemnet.se/salda/lagenhet-2rum-luthagen-uppsala-kommun-luthagsesplanaden-24e-3294943679048609716,Luthagsesplanaden 24E,2,47.0,2422,2460000,            +3 %          ,2388349,Såld4oktober2022
Uppsalakommun,Centrum,https://www.hemnet.se/salda/lagenhet-3rum-centrum-uppsala-kommun-baverns-grand-15b-2233476116195665533,Bäverns gränd 15B,3,77.0,2808,3740000,            +7 %          ,3495327,Såld4oktober2022
Uppsalakommun,Gränby,https://www.hemnet.se/salda/lagenhet-2rum-granby-uppsala-kommun-rabyvagen-57f-1514930819275057523,Råbyvägen 57F,2,45.0,2712,1600000,            -2 %          ,1568627,Såld4oktober2022
Uppsalakommun,Fålhagen,"https://www.hemnet.se/salda/lagenhet-1,5rum-falhagen-uppsala-kommun-marielundsgatan-3b-1337352902973864856",Marielundsgatan 3B,1.5,44.0,2503,2295000,            ±0 %          ,2295000,Såld4oktober2022
Uppsalakommun,Svartbäcken,"https://www.hemnet.se/salda/lagenhet-1,5rum-svartbacken-uppsala-kommun-svartbacksgatan-42b-975417024243440307",Svartbäcksgatan 42B,1.5,38.0,3051,1900000,            -5 %          ,1809523,Såld4oktober2022
Uppsalakommun,ROSENDAL,https://www.hemnet.se/salda/lagenhet-4rum-rosendal-uppsala-kommun-torgny-segerstedts-alle-94-380972835023457185,Torgny Segerstedts allé 94,4,114.0,7067,4700000,            -5 %          ,4476190,Såld4oktober2022
Uppsalakommun,Luthagen,https://www.hemnet.se/salda/lagenhet-2rum-luthagen-uppsala-kommun-norrlandsgatan-38a-7444548616203585731,Norrlandsgatan 38A,2,52.0,3056,2175000,            -1 %          ,2153465,Såld3oktober2022
Uppsalakommun,Kungsängen,https://www.hemnet.se/salda/lagenhet-3rum-kungsangen-uppsala-kommun-muningatan-25-4858921313955132692,Muningatan 25,3,84.0,3647,3300000,            +3 %          ,3203883,Såld3oktober2022
Uppsalakommun,LUTHAGEN,https://www.hemnet.se/salda/lagenhet-2rum-luthagen-uppsala-kommun-lockgatan-3-3586583334469645714,Lockgatan 3,2,65.0,3557,2285000,            +9 %          ,2096330,Såld3oktober2022
Uppsalakommun,FrämreSvartbäcken,https://www.hemnet.se/salda/lagenhet-4rum-framre-svartbacken-uppsala-kommun-svartbacksgatan-42-d-1117640377747823897,Svartbäcksgatan 42 D,4,100.0,6145,4400000,            -1 %          ,4356435,Såld3oktober2022
Uppsalakommun,Höganäs,https://www.hemnet.se/salda/lagenhet-2rum-hoganas-uppsala-kommun-salagatan-15a-1053384281823782341,Salagatan 15A,2,39.0,3044,2200000,            +3 %          ,2135922,Såld3oktober2022
Uppsalakommun,Bellman,https://www.hemnet.se/salda/lagenhet-5rum-bellman-uppsala-kommun-bellmansgatan-58-fast-pris-2138544063269355643,Bellmansgatan 58 Fast Pris!!,5,136.0,7684,3400000,            ±0 %          ,3400000,Såld2oktober2022
Uppsalakommun,Rosendal,https://www.hemnet.se/salda/lagenhet-2rum-rosendal-uppsala-kommun-dekangatan-4-6774718920439033025,Dekangatan 4,2,43.5,2883,2045000,            ±0 %          ,2045000,Såld1oktober2022
Uppsalakommun,Luthagen,https://www.hemnet.se/salda/lagenhet-2rum-luthagen-uppsala-kommun-sturegatan-23-a-5517002295957914196,Sturegatan 23 A,2,57.0,2898,2320000,            -1 %          ,2297029,Såld1oktober2022
Uppsalakommun,Luthagen,https://www.hemnet.se/salda/lagenhet-4rum-luthagen-uppsala-kommun-lockgatan-3-1504138680373516207,Lockgatan 3,4,93.0,4684,3425000,            +4 %          ,3293269,Såld1oktober2022
Uppsalakommun,Sommarro,https://www.hemnet.se/salda/lagenhet-1rum-sommarro-uppsala-kommun-lindsbergsgatan-4b-5910632278356124435,Lindsbergsgatan 4B,1,41.0,2285,1935000,            +2 %          ,1897058,Såld30september2022
Uppsalakommun,FrämreLuthagen,https://www.hemnet.se/salda/lagenhet-4rum-framre-luthagen-uppsala-kommun-sturegatan-2b-1597344472853790734,Sturegatan 2B,4,87.0,2681,4350000,            +6 %          ,4103773,Såld30september2022
Uppsalakommun,Ekeby,https://www.hemnet.se/salda/lagenhet-3rum-ekeby-uppsala-kommun-helsingforsgatan-137-8816448656004138468,Helsingforsgatan 137,3,81.5,4750,2930000,            +9 %          ,2688073,Såld30september2022
Uppsalakommun,FÅLHAGEN,https://www.hemnet.se/salda/lagenhet-1rum-falhagen-uppsala-kommun-salagatan-51c-8710484251194189756,Salagatan 51C,1,25.0,1884,1575000,            -7 %          ,1471962,Såld30september2022
Uppsalakommun,GOTTSUNDA,"https://www.hemnet.se/salda/lagenhet-3,5rum-gottsunda-uppsala-kommun-musikvagen-114-5775479253853133464",Musikvägen 114,3.5,78.5,4562,1800000,            +13 %          ,1592920,Såld30september2022
Uppsalakommun,FÅLHAGEN,https://www.hemnet.se/salda/lagenhet-2rum-falhagen-uppsala-kommun-falhagsleden-5c-4483998430127798178,Fålhagsleden 5C,2,41.5,2675,2150000,            ±0 %          ,2150000,Såld30september2022
Uppsalakommun,Bälinge,https://www.hemnet.se/salda/lagenhet-3rum-balinge-uppsala-kommun-allmanningsvagen-13a-3160434544734547679,Allmänningsvägen 13A,3,91.0,5216,2400000,            +9 %          ,2201834,Såld30september2022
Uppsalakommun,Luthagen,https://www.hemnet.se/salda/lagenhet-2rum-luthagen-uppsala-kommun-vindhemsgatan-15a-2856779419119962837,Vindhemsgatan 15A,2,46.4,2732,2300000,            +5 %          ,2190476,Såld30september2022
Uppsalakommun,Fålhagen,"https://www.hemnet.se/salda/lagenhet-3,5rum-falhagen-uppsala-kommun-hjalmar-brantingsgatan-7-a-2677206068631941067",Hjalmar Brantingsgatan 7 A,3.5,73.9,3762,3400000,            ±0 %          ,3400000,Såld30september2022
Uppsalakommun,Luthagen,https://www.hemnet.se/salda/lagenhet-3rum-luthagen-uppsala-kommun-ringgatan-2-g-1325007640985262108,Ringgatan 2 G,3,96.5,5273,3550000,            ±0 %          ,3550000,Såld30september2022
Uppsalakommun,Luthagen,https://www.hemnet.se/salda/lagenhet-4rum-luthagen-uppsala-kommun-tiundagatan-45-957701069175538471,Tiundagatan 45,4,89.0,5074,3550000,            +19 %          ,2983193,Såld30september2022
Uppsalakommun,Salabacke,https://www.hemnet.se/salda/lagenhet-1rum-salabacke-uppsala-kommun-lastmakargatan-5a-171669545670419961,Lästmakargatan 5A,1,40.0,2602,1000000,,2983193,Såld30september2022
Uppsalakommun,Nyby,https://www.hemnet.se/salda/lagenhet-3rum-nyby-uppsala-kommun-lidnersgatan-37-7073864050333853014,Lidnersgatan 37,3,74.0,4416,1950000,            +3 %          ,1893203,Såld29september2022
Uppsalakommun,Årsta,"https://www.hemnet.se/salda/lagenhet-3,5rum-arsta-uppsala-kommun-kummingatan-22c-4772092272994733534",Kummingatan 22C,3.5,79.7,4426,2140000,            -3 %          ,2077669,Såld29september2022
Uppsalakommun,Luthagen,https://www.hemnet.se/salda/lagenhet-2rum-luthagen-uppsala-kommun-kyrkogardsgatan-16d-4763319000749421218,Kyrkogårdsgatan 16D,2,60.0,3410,2170000,            -5 %          ,2066666,Såld29september2022
Uppsalakommun,Rosendal,"https://www.hemnet.se/salda/lagenhet-1,5rum-rosendal-uppsala-kommun-torgny-segerstedts-alle-93b-587807989810664901",Torgny Segerstedts allé 93B,1.5,35.0,2410,1750000,            -3 %          ,1699029,Såld29september2022
Uppsalakommun,Kungsängen,https://www.hemnet.se/salda/lagenhet-2rum-kungsangen-industristaden-uppsala-kommun-kryddblandargatan-13-6745424428013059,Kryddblandargatan 13,2,69.0,3819,2750000,            ±0 %          ,2750000,Såld29september2022
Uppsalakommun,Höganäs,https://www.hemnet.se/salda/lagenhet-3rum-hoganas-uppsala-kommun-salagatan-12a-8907589168949513123,Salagatan 12A,3,74.5,4431,2795000,            ±0 %          ,2795000,Såld29september2022
Uppsalakommun,Höganäs,https://www.hemnet.se/salda/lagenhet-3rum-hoganas-uppsala-kommun-hoganasgatan-11a-6386600803342307685,Höganäsgatan 11A,3,65.3,2778,2575000,            -4 %          ,2475961,Såld29september2022
Uppsalakommun,Sommarro,https://www.hemnet.se/salda/lagenhet-2rum-sommarro-uppsala-kommun-lindsbergsgatan-10b-6376461794369590889,Lindsbergsgatan 10B,2,58.0,3151,2195000,            ±0 %          ,2195000,Såld29september2022
Uppsalakommun,Gränby,https://www.hemnet.se/salda/lagenhet-1rum-granby-uppsala-kommun-rabyvagen-55f-4100781777234727834,Råbyvägen 55F,1,29.0,2179,1295000,            ±0 %          ,1295000,Såld29september2022
Uppsalakommun,NorraLuthagen,https://www.hemnet.se/salda/lagenhet-4rum-norra-luthagen-uppsala-kommun-lockgatan-3-3981579739131737215,Lockgatan 3,4,93.0,4684,3300000,            -8 %          ,3055555,Såld29september2022
Uppsalakommun,Svartbäcken,https://www.hemnet.se/salda/lagenhet-2rum-svartbacken-uppsala-kommun-svartbacksgatan-68-a-3795808668121370265,Svartbäcksgatan 68 A,2,57.7,3185,2180000,            +9 %          ,1999999,Såld29september2022
Uppsalakommun,Gottsunda,https://www.hemnet.se/salda/lagenhet-2rum-gottsunda-uppsala-kommun-valthornsvagen-10-3399675396723709916,Valthornsvägen 10,2,52.0,3144,1150000,            +5 %          ,1095238,Såld29september2022
Uppsalakommun,Luthagen,https://www.hemnet.se/salda/lagenhet-8rum-luthagen-uppsala-kommun-prastgardsgatan-19-b-3097040086351721528,Prästgårdsgatan 19 B,8,180.0,8006,6175000,            -5 %          ,5880952,Såld29september2022
Uppsalakommun,Årsta,https://www.hemnet.se/salda/lagenhet-2rum-arsta-uppsala-kommun-falhagsleden-101-478846031068425542,Fålhagsleden 101,2,60.0,3725,1550000,            +20 %          ,1291666,Såld29september2022
Uppsalakommun,Vädergatorna,https://www.hemnet.se/salda/lagenhet-2rum-vadergatorna-uppsala-kommun-regngatan-15-666480694959509216,Regngatan 15,2,59.5,3800,1595000,            ±0 %          ,1595000,Såld28september2022
Uppsalakommun,Salabacke,https://www.hemnet.se/salda/lagenhet-4rum-salabacke-uppsala-kommun-murargatan-26-d-8687778101105063131,Murargatan 26 D,4,92.9,4510,3030000,            +10 %          ,2754545,Såld28september2022
Uppsalakommun,Norby,https://www.hemnet.se/salda/lagenhet-2rum-norby-uppsala-kommun-tryffelvagen-6-6108537245536016173,Tryffelvägen 6,2,52.5,4307,1235000,            +13 %          ,1092920,Såld28september2022
Uppsalakommun,Centrum,https://www.hemnet.se/salda/lagenhet-2rum-centrum-uppsala-kommun-s-t-olofsgatan-28b-4606627511721762228,S:t Olofsgatan 28B,2,54.4,4162,2100000,            +5 %          ,2000000,Såld28september2022
Uppsalakommun,Fålhagen,https://www.hemnet.se/salda/lagenhet-1rum-falhagen-uppsala-kommun-ymergatan-17c-4548915788599878885,Ymergatan 17C,1,39.5,2736,1870000,            -4 %          ,1798076,Såld28september2022
Uppsalakommun,Kapellgärdet,https://www.hemnet.se/salda/lagenhet-3rum-kapellgardet-uppsala-kommun-portalgatan-74-3037494358658386651,Portalgatan 74,3,80.0,4048,3000000,            +4 %          ,2884615,Såld28september2022
Uppsalakommun,Kapellgärdet,https://www.hemnet.se/salda/lagenhet-4rum-kapellgardet-uppsala-kommun-ljusbarargatan-3-2535934344739434050,Ljusbärargatan 3,4,99.0,4865,3930000,            -2 %          ,3852941,Såld28september2022
Uppsalakommun,Ekeby,https://www.hemnet.se/salda/lagenhet-2rum-ekeby-flogsta-uppsala-kommun-flogstavagen-5-e-1101771698864915041,Flogstavägen 5 E,2,54.8,5428,1550000,            ±0 %          ,1550000,Såld28september2022
Uppsalakommun,Salabacke,https://www.hemnet.se/salda/lagenhet-2rum-salabacke-uppsala-kommun-ritargatan-1a-3493446540923594424,Ritargatan 1A,2,59.4,2932,1590000,            ±0 %          ,1590000,Såld27september2022
Uppsalakommun,Svartbäcken,https://www.hemnet.se/salda/lagenhet-5rum-svartbacken-uppsala-kommun-folkungagatan-18a-8690012892639186645,Folkungagatan 18A,5,124.9,5258,3600000,            ±0 %          ,3600000,Såld27september2022
Uppsalakommun,Kungsängen,https://www.hemnet.se/salda/lagenhet-4rum-kungsangen-uppsala-kommun-industrigatan-37-8608733165231829721,Industrigatan 37,4,91.5,4133,4250000,            -5 %          ,4047619,Såld27september2022
Uppsalakommun,Luthagen,https://www.hemnet.se/salda/lagenhet-3rum-luthagen-uppsala-kommun-humlegatan-2b-5471477504558925666,Humlegatan 2B,3,65.0,4564,1965000,            -4 %          ,1889423,Såld27september2022
Uppsalakommun,Fålhagen,https://www.hemnet.se/salda/lagenhet-3rum-falhagen-uppsala-kommun-torkelsgatan-30c-5157065367364643256,Torkelsgatan 30C,3,71.3,3192,2550000,            +6 %          ,2405660,Såld27september2022
Uppsalakommun,Luthagen,https://www.hemnet.se/salda/lagenhet-3rum-luthagen-uppsala-kommun-klockargatan-12-3895205233721686699,Klockargatan 12,3,80.0,5314,2300000,            -4 %          ,2211538,Såld27september2022
Uppsalakommun,FrämreLuthagen,https://www.hemnet.se/salda/lagenhet-3rum-framre-luthagen-uppsala-kommun-luthagsesplanaden-13-a-3735607606747772137,Luthagsesplanaden 13 A,3,105.0,5806,5275000,            +8 %          ,4884259,Såld27september2022
Uppsalakommun,ROSENDAL,https://www.hemnet.se/salda/lagenhet-2rum-rosendal-uppsala-kommun-rosendalsvagen-20-3640324107946465866,Rosendalsvägen 20,2,44.5,2799,2475000,            +18 %          ,2097457,Såld27september2022
Uppsalakommun,Höganäs,https://www.hemnet.se/salda/lagenhet-1rum-hoganas-uppsala-kommun-s-t-olofsgatan-56b-3432443699327938783,S:t Olofsgatan 56B,1,44.0,2656,1700000,            -6 %          ,1603773,Såld27september2022
Uppsalakommun,Svartbäcken,"https://www.hemnet.se/salda/lagenhet-1,5rum-svartbacken-uppsala-kommun-svartbacksgatan-105-d-706843594773049893",Svartbäcksgatan 105 D,1.5,40.0,3284,1650000,            -3 %          ,1601941,Såld27september2022
Uppsalakommun,Nyby,"https://www.hemnet.se/salda/lagenhet-3rum-nyby-uppsala-kommun-viktor-rydbergsgatan-12,-1tr-3265512216643952757","Viktor Rydbergsgatan 12, 1tr",3,87.0,4157,2520000,            +5 %          ,2400000,Såld26september2022
Uppsalakommun,Stenhagen,https://www.hemnet.se/salda/lagenhet-3rum-stenhagen-uppsala-kommun-citrinvagen-8-6482362781042450934,Citrinvägen 8,3,66.0,4187,2200000,            +3 %          ,2135922,Såld26september2022
Uppsalakommun,Uppsala,https://www.hemnet.se/salda/lagenhet-2rum-uppsala-uppsala-kommun-lindsbergsgatan-5c-fast-pris-956104736163382569,Lindsbergsgatan 5C - FAST PRIS!,2,46.0,2705,2045000,            ±0 %          ,2045000,Såld26september2022
Uppsalakommun,FrämreLuthagen,"https://www.hemnet.se/salda/lagenhet-1,5rum-framre-luthagen-uppsala-kommun-borjegatan-1b-8858960107643170571",Börjegatan 1B,1.5,40.0,2358,2100000,            ±0 %          ,2100000,Såld26september2022
Uppsalakommun,Eriksberg,https://www.hemnet.se/salda/lagenhet-1rum-eriksberg-uppsala-kommun-faltspatsvagen-6-8574722908470718609,Fältspatsvägen 6,1,41.0,2585,1625000,            -2 %          ,1593137,Såld26september2022
Uppsalakommun,Rosendal,https://www.hemnet.se/salda/lagenhet-2rum-rosendal-uppsala-kommun-betty-petterssons-gata-9-7693637040733458286,Betty Petterssons gata 9,2,47.0,2499,2295000,            ±0 %          ,2295000,Såld26september2022
Uppsalakommun,Salabacke,https://www.hemnet.se/salda/lagenhet-2rum-salabacke-uppsala-kommun-johannesbacksgatan-99-7069359251830300380,Johannesbäcksgatan 99,2,53.5,3315,2290000,            +9 %          ,2100917,Såld26september2022
Uppsalakommun,Fålhagen,"https://www.hemnet.se/salda/lagenhet-1,5rum-falhagen-uppsala-kommun-vaderkvarnsgatan-45b-4968422567695006570",Väderkvarnsgatan 45B,1.5,52.0,2501,2000000,            ±0 %          ,2000000,Såld26september2022
Uppsalakommun,FrämreLuthagen,https://www.hemnet.se/salda/lagenhet-1rum-framre-luthagen-uppsala-kommun-sturegatan-3-4821663280937182021,Sturegatan 3,1,40.1,2920,1970000,            +1 %          ,1950495,Såld26september2022
Uppsalakommun,CentralaUppsala,https://www.hemnet.se/salda/lagenhet-2rum-centrala-uppsala-uppsala-kommun-baverns-grand-15b-3785358900674713350,Bäverns gränd 15B,2,58.5,2194,2400000,            -2 %          ,2352941,Såld26september2022
