region,location,link,street_address,num_of_rooms,size,fee,final_price,percentage_change,price,sold_date
Uppsalakommun,NorraRosendal,https://www.hemnet.se/salda/lagenhet-1rum-norra-rosendal-uppsala-kommun-torgny-segerstedts-alle-94-8620160473667581053,Torgny Segerstedts Allé 94,1,30.0,1720,1850000,            +3 %          ,1796116,Såld16juli2022
Uppsalakommun,Luthagen,https://www.hemnet.se/salda/lagenhet-5rum-luthagen-uppsala-kommun-palgatan-16-5096964662473369335,Pålgatan 16,5,110.0,5626,4295000,            ±0 %          ,4295000,Såld16juli2022
Uppsalakommun,Kungsängen,https://www.hemnet.se/salda/lagenhet-1rum-kungsangen-uppsala-kommun-muningatan-6-8213913925358945907,Muningatan 6,1,41.0,2221,2000000,            ±0 %          ,2000000,Såld15juli2022
Uppsalakommun,Luthagen,https://www.hemnet.se/salda/lagenhet-2rum-luthagen-uppsala-kommun-stabby-alle-9d-7231606154998648453,Stabby allé 9D,2,58.5,3525,2500000,            +9 %          ,2293577,Såld15juli2022
Uppsalakommun,FrämreLuthagen,https://www.hemnet.se/salda/lagenhet-1rum-framre-luthagen-uppsala-kommun-sysslomansgatan-27-4126716887030317933,Sysslomansgatan 27,1,31.0,1446,2100000,            +5 %          ,2000000,Såld15juli2022
Uppsalakommun,Rosendal,https://www.hemnet.se/salda/lagenhet-4rum-rosendal-uppsala-kommun-gerd-enequists-gata-14-3845131476550161391,Gerd Enequists gata 14,4,97.5,5375,4045000,            ±0 %          ,4045000,Såld15juli2022
Uppsalakommun,Nyby,https://www.hemnet.se/salda/lagenhet-1rum-nyby-uppsala-kommun-leopoldsgatan-25-3180853728380129194,Leopoldsgatan 25,1,25.0,1660,1250000,            -3 %          ,1213592,Såld15juli2022
Uppsalakommun,Årsta,https://www.hemnet.se/salda/lagenhet-3rum-arsta-uppsala-kommun-kummingatan-54-a-2000723225456409976,Kummingatan 54 A,3,79.7,4334,2500000,            +2 %          ,2450980,Såld15juli2022
Uppsalakommun,Luthagen,https://www.hemnet.se/salda/lagenhet-1rum-luthagen-stabby-uppsala-kommun-hallbygatan-43-8026159554152858814,Hällbygatan 43,1,35.0,2414,1795000,            ±0 %          ,1795000,Såld15juli2022
Uppsalakommun,Årsta,https://www.hemnet.se/salda/lagenhet-3rum-arsta-uppsala-kommun-korvelgatan-3a-7654173581473532524,Körvelgatan 3A,3,79.7,4316,2200000,            -12 %          ,1964285,Såld15juli2022
Uppsalakommun,Fålhagen,https://www.hemnet.se/salda/lagenhet-2rum-falhagen-uppsala-kommun-torkelsgatan-16a-7426899987382752440,Torkelsgatan 16A,2,66.0,3384,2850000,            +2 %          ,2794117,Såld15juli2022
Uppsalakommun,Stenhagen,"https://www.hemnet.se/salda/lagenhet-3,5rum-stenhagen-uppsala-kommun-stenhagsvagen-162-1362987399824046466",Stenhagsvägen 162,3.5,79.0,5490,1675000,            -1 %          ,1658415,Såld15juli2022
Uppsalakommun,Rickomberga,https://www.hemnet.se/salda/lagenhet-2rum-rickomberga-uppsala-kommun-hildur-ottelinsgatan-1b-6049485430160157000,Hildur ottelinsgatan 1B,2,41.9,2985,1950000,            +3 %          ,1893203,Såld14juli2022
Uppsalakommun,Salabacke,https://www.hemnet.se/salda/lagenhet-2rum-salabacke-uppsala-kommun-murargatan-18c-5954405403334293061,Murargatan 18C,2,56.0,3363,1850000,            +9 %          ,1697247,Såld14juli2022
Uppsalakommun,SödraRosendal,https://www.hemnet.se/salda/lagenhet-2rum-sodra-rosendal-uppsala-kommun-torgny-segerstedts-alle-24-7270780813208224993,Torgny Segerstedts Allé 24,2,44.0,3078,1895000,            ±0 %          ,1895000,Såld14juli2022
Uppsalakommun,NorraRosendal,https://www.hemnet.se/salda/lagenhet-2rum-norra-rosendal-uppsala-kommun-dekangatan-10-2-1001-7131647826273036368,Dekangatan 10 (2-1001),2,46.0,2697,1895000,            ±0 %          ,1895000,Såld14juli2022
Uppsalakommun,NybyGård,https://www.hemnet.se/salda/lagenhet-3rum-nyby-gard-uppsala-kommun-munters-gata-65-4432890705402162752,Munters Gata 65,3,74.0,4223,2100000,            +11 %          ,1891891,Såld14juli2022
Uppsalakommun,Centrum,https://www.hemnet.se/salda/lagenhet-2rum-centrum-uppsala-kommun-kungsgatan-32-4109680772456557610,Kungsgatan 32,2,53.0,2898,1995000,            ±0 %          ,1995000,Såld14juli2022
Uppsalakommun,Fålhagen,https://www.hemnet.se/salda/lagenhet-2rum-falhagen-uppsala-kommun-frodegatan-10b-fast-pris-3951152889615793950,Frodegatan 10B - FAST PRIS,2,57.5,3420,3225000,            -2 %          ,3161764,Såld14juli2022
Uppsalakommun,Norby,https://www.hemnet.se/salda/lagenhet-2rum-norby-uppsala-kommun-tryffelvagen-47-2058250270008580183,Tryffelvägen 47,2,64.0,4992,1630000,            +9 %          ,1495412,Såld14juli2022
Uppsalakommun,Kungsängen,https://www.hemnet.se/salda/lagenhet-2rum-kungsangen-uppsala-kommun-kungsangsesplanaden-12b-1599758510638229014,Kungsängsesplanaden 12B,2,50.0,3107,2495000,            ±0 %          ,2495000,Såld14juli2022
Uppsalakommun,Höganäs,"https://www.hemnet.se/salda/lagenhet-1,5rum-hoganas-uppsala-kommun-s-t-olofsgatan-58a-1573171457670795355",S:t Olofsgatan 58A,1.5,43.5,2160,2075000,            +11 %          ,1869369,Såld14juli2022
Uppsalakommun,Centrum,https://www.hemnet.se/salda/lagenhet-1rum-centrum-uppsala-kommun-slottsgrand-2d-1526501161118064685,Slottsgränd 2D,1,30.0,2233,1995000,            ±0 %          ,1995000,Såld14juli2022
Uppsalakommun,Luthagen,https://www.hemnet.se/salda/lagenhet-1rum-luthagen-uppsala-kommun-fyrisvallsgatan-12a-1594213815829571742,Fyrisvallsgatan 12A,1,29.0,1995,1550000,            +4 %          ,1490384,Såld13juli2022
Uppsalakommun,Uppsala,https://www.hemnet.se/salda/lagenhet-2rum-uppsala-uppsala-kommun-verkmastargatan-1c-8032159788702816389,Verkmästargatan 1C,2,61.0,3402,1750000,            ±0 %          ,1750000,Såld13juli2022
Uppsalakommun,FrämreLuthagen,https://www.hemnet.se/salda/lagenhet-2rum-framre-luthagen-uppsala-kommun-borjegatan-10b-2210538373880197299,Börjegatan 10B,2,39.0,2494,2040000,            +2 %          ,2000000,Såld13juli2022
Uppsalakommun,Uppsala,https://www.hemnet.se/salda/lagenhet-3rum-uppsala-uppsala-kommun-johannesbacksgatan-36a-1656369995374026629,Johannesbäcksgatan 36A,3,75.0,3421,1800000,,2000000,Såld13juli2022
Uppsalakommun,Vädergatorna,https://www.hemnet.se/salda/lagenhet-4rum-vadergatorna-uppsala-kommun-molngatan-15-1092911163486094266,Molngatan 15,4,87.5,4550,2250000,            -2 %          ,2205882,Såld13juli2022
Uppsalakommun,FulleröHage,https://www.hemnet.se/salda/lagenhet-3rum-fullero-hage-uppsala-kommun-stackmolnsvagen-89b-2565941290004931109,Stackmolnsvägen 89B,3,70.0,4222,2295000,            ±0 %          ,2295000,Såld13juli2022
Uppsalakommun,Salabacke,"https://www.hemnet.se/salda/lagenhet-1rum-salabacke-uppsala-kommun-johannesbacksgatan-99,-van-5-8218602376594461411","Johannesbäcksgatan 99, VÅN 5",1,35.0,2270,1550000,            +4 %          ,1490384,Såld12juli2022
Uppsalakommun,Salabacke,https://www.hemnet.se/salda/lagenhet-1rum-salabacke-uppsala-kommun-kastanjegatan-5-3540439968943046852,Kastanjegatan 5,1,21.5,1323,1150000,            +5 %          ,1095238,Såld12juli2022
Uppsalakommun,Rosendal,https://www.hemnet.se/salda/lagenhet-1rum-rosendal-uppsala-kommun-torgny-segerstedts-alle-27-5101377801955369833,Torgny Segerstedts allé 27,1,32.0,1566,1975000,            ±0 %          ,1975000,Såld12juli2022
Uppsalakommun,Kapellgärdet,https://www.hemnet.se/salda/lagenhet-2rum-kapellgardet-uppsala-kommun-portalgatan-4f-8267600959538424597,Portalgatan 4F,2,67.0,4069,2700000,            +29 %          ,2093023,Såld12juli2022
Uppsalakommun,Salabacke,https://www.hemnet.se/salda/lagenhet-2rum-sala-backe-uppsala-kommun-kallparksgatan-4-7997878903024976097,Källparksgatan 4,2,43.0,1893,1705000,            +7 %          ,1593457,Såld12juli2022
Uppsalakommun,Luthagen,https://www.hemnet.se/salda/lagenhet-2rum-luthagen-uppsala-kommun-borjegatan-43c-7641052071702984426,Börjegatan 43C,2,65.0,3642,2895000,            ±0 %          ,2895000,Såld12juli2022
Uppsalakommun,Rosendal,https://www.hemnet.se/salda/lagenhet-1rum-rosendal-uppsala-kommun-torgny-segerstedts-alle-27-7181619312504476128,Torgny Segerstedts allé 27,1,27.0,1321,1950000,            +5 %          ,1857142,Såld12juli2022
Uppsalakommun,Luthagen,https://www.hemnet.se/salda/lagenhet-1rum-luthagen-uppsala-kommun-viktoriagatan-6b-4648240763203441678,Viktoriagatan 6B,1,37.5,2624,1950000,            ±0 %          ,1950000,Såld12juli2022
Uppsalakommun,Sävja,https://www.hemnet.se/salda/lagenhet-4rum-savja-uppsala-kommun-gotlandsresan-85-4490758592973423237,Gotlandsresan 85,4,93.0,5706,1695000,            ±0 %          ,1695000,Såld12juli2022
Uppsalakommun,Kapellgärdet,https://www.hemnet.se/salda/lagenhet-3rum-kapellgardet-uppsala-kommun-portalgatan-76-1230653882431810326,Portalgatan 76,3,99.0,4968,3450000,            +8 %          ,3194444,Såld11juli2022
Uppsalakommun,Svartbäcken,https://www.hemnet.se/salda/lagenhet-3rum-svartbacken-uppsala-kommun-egilsgatan-17b-med-uthyrningsdel-8762837092980541256,Egilsgatan 17B - med uthyrningsdel,3,59.0,3653,2700000,            +8 %          ,2500000,Såld11juli2022
Uppsalakommun,Knutby,https://www.hemnet.se/salda/lagenhet-2rum-knutby-uppsala-kommun-knutbyvagen-13-b-7704435666449135955,Knutbyvägen 13 B,2,58.0,3237,900000,            +6 %          ,849056,Såld11juli2022
Uppsalakommun,Höganäs,"https://www.hemnet.se/salda/lagenhet-1,5rum-hoganas-uppsala-kommun-vaksalagatan-42b-5538131551917402335",Vaksalagatan 42B,1.5,49.0,2779,2050000,            +5 %          ,1952380,Såld11juli2022
Uppsalakommun,Rickomberga,https://www.hemnet.se/salda/lagenhet-3rum-rickomberga-uppsala-kommun-gosta-wahlstroms-vag-20-2786135313308200146,Gösta Wahlströms väg 20,3,86.0,4024,2875000,            -7 %          ,2686915,Såld11juli2022
Uppsalakommun,Fålhagen,https://www.hemnet.se/salda/lagenhet-1rum-falhagen-uppsala-kommun-salagatan-51b-2531621022672451225,Salagatan 51B,1,39.5,2928,1800000,            -5 %          ,1714285,Såld11juli2022
Uppsalakommun,Höganäs,https://www.hemnet.se/salda/lagenhet-3rum-hoganas-uppsala-kommun-hoganasgatan-3b-2674710518927638158,Höganäsgatan 3B,3,68.0,3430,2995000,            ±0 %          ,2995000,Såld10juli2022
Uppsalakommun,Ulleråker,https://www.hemnet.se/salda/lagenhet-2rum-ulleraker-uppsala-kommun-ullerakersvagen-66-4629178944417305702,Ulleråkersvägen 66,2,67.0,4334,2250000,,2995000,Såld9juli2022
Uppsalakommun,FrämreLuthagen,https://www.hemnet.se/salda/lagenhet-1rum-framre-luthagen-uppsala-kommun-gotgatan-10a-460917534626059914,Götgatan 10A,1,28.4,1409,1950000,            +3 %          ,1893203,Såld9juli2022
Uppsalakommun,Salabacke,https://www.hemnet.se/salda/lagenhet-1rum-salabacke-uppsala-kommun-murargatan-30a-215918837270447575,Murargatan 30A,1,40.0,2046,1550000,            +30 %          ,1192307,Såld9juli2022
Uppsalakommun,Ultuna,https://www.hemnet.se/salda/lagenhet-1rum-ultuna-uppsala-kommun-gote-turessons-vag-5a-6015903788367681939,Göte Turessons väg 5A,1,30.0,2398,1450000,            ±0 %          ,1450000,Såld9juli2022
Uppsalakommun,Uppsala,https://www.hemnet.se/salda/lagenhet-2rum-uppsala-uppsala-kommun-torgny-segerstedts-alle-85-6500491792164111006,Torgny Segerstedts allé 85,2,33.0,1705,2015000,            +12 %          ,1799107,Såld8juli2022
Uppsalakommun,Svartbäcken,https://www.hemnet.se/salda/lagenhet-1rum-svartbacken-uppsala-kommun-svartbacksgatan-99b-8894012198799498711,Svartbäcksgatan 99B,1,25.5,1545,1545000,            +7 %          ,1443925,Såld8juli2022
Uppsalakommun,KUNGSÄNGEN,https://www.hemnet.se/salda/lagenhet-4rum-kungsangen-uppsala-kommun-skyttelgatan-7-6895293265215056234,Skyttelgatan 7,4,106.0,3925,5125000,            +19 %          ,4306722,Såld8juli2022
Uppsalakommun,Ulleråker,https://www.hemnet.se/salda/lagenhet-3rum-ulleraker-uppsala-kommun-gustaf-kjellbergs-vag-3c-5973026386873260361,Gustaf Kjellbergs väg 3C,3,80.0,4903,2950000,            +9 %          ,2706422,Såld8juli2022
Uppsalakommun,Centrum,https://www.hemnet.se/salda/lagenhet-3rum-centrum-uppsala-kommun-eddagatan-12a-5007075059357630678,Eddagatan 12A,3,83.0,4250,4200000,            -2 %          ,4117647,Såld8juli2022
Uppsalakommun,Salabacke,https://www.hemnet.se/salda/lagenhet-4rum-salabacke-uppsala-kommun-kallparksgatan-14-8847966959293749233,Källparksgatan 14,4,93.0,4119,3005000,            +16 %          ,2590517,Såld7juli2022
Uppsalakommun,Fålhagen,https://www.hemnet.se/salda/lagenhet-1rum-falhagen-uppsala-kommun-norrtaljegatan-20b-8545927305632156380,Norrtäljegatan 20B,1,42.0,2280,2000000,            -5 %          ,1904761,Såld7juli2022
Uppsalakommun,Uppsala,https://www.hemnet.se/salda/lagenhet-4rum-uppsala-uppsala-kommun-korvelgatan-21a-4588060673575727024,Körvelgatan 21A,4,92.1,5033,2700000,,1904761,Såld7juli2022
Uppsalakommun,Årsta,https://www.hemnet.se/salda/lagenhet-3rum-arsta-uppsala-kommun-korvelgatan-51b-3944416899818559592,Körvelgatan 51B,3,79.7,4316,1800000,            +6 %          ,1698113,Såld7juli2022
Uppsalakommun,Ultuna,https://www.hemnet.se/salda/lagenhet-1rum-ultuna-uppsala-kommun-gote-turessons-vag-5-a-1327753446713215984,Göte Turessons väg 5 A,1,30.0,2398,1385000,            -1 %          ,1371287,Såld7juli2022
Uppsalakommun,Storvreta,https://www.hemnet.se/salda/lagenhet-2rum-storvreta-uppsala-kommun-morgonvagen-29-43167156999723483,Morgonvägen 29,2,69.0,4194,2015000,            +12 %          ,1799107,Såld7juli2022
Uppsalakommun,Luthagen,https://www.hemnet.se/salda/lagenhet-3rum-luthagen-stabby-uppsala-kommun-plattgatan-6-7967320656333180145,Plattgatan 6,3,81.0,4406,2950000,            ±0 %          ,2950000,Såld7juli2022
Uppsalakommun,Kapellgärdet,https://www.hemnet.se/salda/lagenhet-2rum-kapellgardet-uppsala-kommun-rabyvagen-80-7598032208823406664,Råbyvägen 80,2,75.0,4083,2285000,            -5 %          ,2176190,Såld7juli2022
Uppsalakommun,Salabacke,https://www.hemnet.se/salda/lagenhet-3rum-salabacke-uppsala-kommun-arstagatan-18d-6934513589389702452,Årstagatan 18D,3,73.5,4095,2300000,            +10 %          ,2090909,Såld7juli2022
Uppsalakommun,Kungsängen,https://www.hemnet.se/salda/lagenhet-1rum-kungsangen-uppsala-kommun-industrigatan-35-5868759549369327008,Industrigatan 35,1,34.0,2031,1870000,            -4 %          ,1798076,Såld7juli2022
Uppsalakommun,Kungsgärdet,https://www.hemnet.se/salda/lagenhet-1rum-kungsgardet-rackarberget-luthagen-uppsala-kommun-klangs-grand-3-4779107848730718582,Klangs Gränd 3,1,20.0,1838,1525000,            -4 %          ,1466346,Såld7juli2022
Uppsalakommun,Ultuna,https://www.hemnet.se/salda/lagenhet-2rum-ultuna-uppsala-kommun-ekoxvagen-10-3310140399059133016,Ekoxvägen 10,2,45.0,2953,1800000,            +1 %          ,1782178,Såld7juli2022
Uppsalakommun,Höganäs,https://www.hemnet.se/salda/lagenhet-4rum-hoganas-uppsala-kommun-s-t-olofsgatan-66b-781598462059763756,S:t Olofsgatan 66B,4,96.0,4279,3630000,            -8 %          ,3361111,Såld7juli2022
Uppsalakommun,Kåbo,https://www.hemnet.se/salda/lagenhet-3rum-kabo-uppsala-kommun-dobelnsgatan-1-b-5169032594619192267,Döbelnsgatan 1 B,3,67.5,4021,3000000,            -6 %          ,2830188,Såld6juli2022
Uppsalakommun,Kungsängen,https://www.hemnet.se/salda/lagenhet-2rum-kungsangen-uppsala-kommun-kryddblandargatan-9-3562800638707977342,Kryddblandargatan 9,2,35.0,2302,2050000,            -5 %          ,1952380,Såld6juli2022
Uppsalakommun,GränbyBacke,https://www.hemnet.se/salda/lagenhet-3rum-granby-backe-uppsala-kommun-regngatan-10-2921977087738355820,Regngatan 10,3,89.8,4275,2300000,            +7 %          ,2149532,Såld6juli2022
Uppsalakommun,Luthagen,https://www.hemnet.se/salda/lagenhet-1rum-luthagen-uppsala-kommun-wallingatan-14-b-880953755098275702,Wallingatan 14 B,1,44.0,2740,1950000,            ±0 %          ,1950000,Såld6juli2022
Uppsalakommun,Fålhagen,https://www.hemnet.se/salda/lagenhet-2rum-falhagen-uppsala-kommun-falhagsleden-6b-9154171878050321247,Fålhagsleden 6B,2,52.5,2620,2400000,            +5 %          ,2285714,Såld6juli2022
Uppsalakommun,Rosendal,https://www.hemnet.se/salda/lagenhet-1rum-rosendal-uppsala-kommun-vardsatravagen-3f-7804876272571972238,Vårdsätravägen 3F,1,35.0,2039,1750000,            ±0 %          ,1750000,Såld6juli2022
Uppsalakommun,Rackarberget,https://www.hemnet.se/salda/lagenhet-1rum-rackarberget-uppsala-kommun-s-t-johannesgatan-36a-6312277603093910376,S:t Johannesgatan 36A,1,33.0,2430,1575000,            -1 %          ,1559405,Såld6juli2022
Uppsalakommun,Centrum,https://www.hemnet.se/salda/lagenhet-3rum-centrum-uppsala-kommun-dragarbrunnsgatan-58-3108792026613967076,Dragarbrunnsgatan 58,3,77.0,3643,3400000,            +6 %          ,3207547,Såld6juli2022
Uppsalakommun,NORBY,https://www.hemnet.se/salda/lagenhet-2rum-norby-uppsala-kommun-eksoppsvagen-43-2390152674992559321,Eksoppsvägen 43,2,67.0,4646,2600000,            +46 %          ,1780821,Såld6juli2022
Uppsalakommun,Bellman,https://www.hemnet.se/salda/lagenhet-3rum-bellman-uppsala-kommun-bellmansgatan-162-243665021705228120,Bellmansgatan 162,3,81.5,4132,2260000,            +13 %          ,2000000,Såld6juli2022
Uppsalakommun,Nyby,https://www.hemnet.se/salda/lagenhet-2rum-nyby-uppsala-kommun-viktor-rydbergsgatan-9-8395856607236335378,Viktor Rydbergsgatan 9,2,61.0,3837,1800000,            +3 %          ,1747572,Såld5juli2022
Uppsalakommun,Fålhagen,"https://www.hemnet.se/salda/lagenhet-2,5rum-falhagen-uppsala-kommun-vaderkvarnsgatan-48-a-6216568939343742464",Väderkvarnsgatan 48 A,2.5,71.5,3748,3150000,            +5 %          ,3000000,Såld5juli2022
Uppsalakommun,Årsta,https://www.hemnet.se/salda/lagenhet-1rum-arsta-uppsala-kommun-falhagsleden-99-3908464608628242983,Fålhagsleden 99,1,42.7,2651,1570000,            -2 %          ,1539215,Såld5juli2022
Uppsalakommun,Centrum,https://www.hemnet.se/salda/lagenhet-3rum-centrum-uppsala-kommun-vretgrand-14-c-1509206487579080543,Vretgränd 14 C,3,79.0,3258,3180000,            +6 %          ,3000000,Såld5juli2022
Uppsalakommun,Centrum,"https://www.hemnet.se/salda/lagenhet-1,5rum-centrum-uppsala-kommun-vretgrand-19-7718204724216972849",Vretgränd 19,1.5,43.5,2338,2300000,,3000000,Såld5juli2022
Uppsalakommun,Kungsängen,https://www.hemnet.se/salda/lagenhet-1rum-kungsangen-uppsala-kommun-tullgarnsgatan-16-40689939892151072,Tullgarnsgatan 16,1,42.0,2819,1560000,            +4 %          ,1500000,Såld5juli2022
Uppsalakommun,Tunabackar,https://www.hemnet.se/salda/lagenhet-5rum-tunabackar-uppsala-kommun-tunagatan-11-7319712772080240333,Tunagatan 11,5,101.0,5945,3450000,            -1 %          ,3415841,Såld4juli2022
Uppsalakommun,Ulleråker,https://www.hemnet.se/salda/lagenhet-2rum-ulleraker-uppsala-kommun-ullerakersvagen-70-5588495366021696083,Ulleråkersvägen 70,2,67.0,4334,2095000,            ±0 %          ,2095000,Såld4juli2022
Uppsalakommun,Luthagen,https://www.hemnet.se/salda/lagenhet-2rum-luthagen-uppsala-kommun-viktoriagatan-6b-246139244978012904,Viktoriagatan 6B,2,50.0,3219,2495000,            ±0 %          ,2495000,Såld4juli2022
Uppsalakommun,Luthagen,https://www.hemnet.se/salda/lagenhet-2rum-luthagen-uppsala-kommun-tegnergatan-36a-fast-pris-8028468352269241710,Tegnérgatan 36A - FAST PRIS,2,54.5,3449,2250000,            ±0 %          ,2250000,Såld4juli2022
Uppsalakommun,Salabacke,https://www.hemnet.se/salda/lagenhet-2rum-salabacke-uppsala-kommun-johannesbacksgatan-86c-4951399889702078155,Johannesbäcksgatan 86C,2,58.0,3240,1650000,            -8 %          ,1527777,Såld4juli2022
Uppsalakommun,Luthagen,https://www.hemnet.se/salda/lagenhet-3rum-luthagen-uppsala-kommun-odensgatan-16a-8339546273315590607,Odensgatan 16A,3,53.5,3154,2650000,            -2 %          ,2598039,Såld3juli2022
Uppsalakommun,Rosendal,https://www.hemnet.se/salda/lagenhet-3rum-rosendal-uppsala-kommun-rosendalsvagen-22-3286815577004739617,Rosendalsvägen 22,3,76.5,4326,3450000,            -4 %          ,3317307,Såld2juli2022
Uppsalakommun,KÅBO,"https://www.hemnet.se/salda/lagenhet-1rum-kabo-uppsala-kommun-banergatan-16-c,-1103-4192190003670746577","Banérgatan 16 C, 1103",1,20.0,1250,1235000,            -4 %          ,1187500,Såld1juli2022
Uppsalakommun,Svartbäcken,"https://www.hemnet.se/salda/lagenhet-1,5rum-svartbacken-uppsala-kommun-svartbacksgatan-101a-1077418986546849173",Svartbäcksgatan 101A,1.5,40.0,3056,1650000,            +3 %          ,1601941,Såld1juli2022
Uppsalakommun,Luthagen,https://www.hemnet.se/salda/lagenhet-3rum-luthagen-uppsala-kommun-tegnergatan-5a-7489118160550552792,Tegnérgatan 5A,3,71.0,4482,3280000,            +4 %          ,3153846,Såld1juli2022
Uppsalakommun,Fålhagen,https://www.hemnet.se/salda/lagenhet-1rum-falhagen-uppsala-kommun-vaderkvarnsgatan-48b-3600376451248877947,Väderkvarnsgatan 48B,1,50.0,2621,2150000,            +3 %          ,2087378,Såld1juli2022
Uppsalakommun,Luthagen,https://www.hemnet.se/salda/lagenhet-2rum-luthagen-uppsala-kommun-stabby-alle-9d-2926135962927979342,Stabby allé 9D,2,59.0,3504,1995000,            ±0 %          ,1995000,Såld1juli2022
Uppsalakommun,Salabacke,https://www.hemnet.se/salda/lagenhet-3rum-salabacke-uppsala-kommun-murargatan-8d-2733347461184599795,Murargatan 8D,3,70.9,3807,2100000,            -4 %          ,2019230,Såld1juli2022
Uppsalakommun,CentralaUppsala,https://www.hemnet.se/salda/lagenhet-3rum-centrala-uppsala-uppsala-kommun-baverns-grand-13a-2703811706969007007,Bäverns gränd 13A,3,87.5,3218,4250000,            ±0 %          ,4250000,Såld1juli2022
Uppsalakommun,Salabacke,https://www.hemnet.se/salda/lagenhet-2rum-salabacke-uppsala-kommun-verkmastargatan-5a-2490742490417822862,Verkmästargatan 5A,2,58.5,3158,1720000,            +1 %          ,1702970,Såld1juli2022
Uppsalakommun,Årsta,https://www.hemnet.se/salda/lagenhet-3rum-arsta-uppsala-kommun-kummingatan-43b-5901945985169000363,Kummingatan 43B,3,79.7,3677,3100000,            +22 %          ,2540983,Såld30juni2022
Uppsalakommun,Svartbäcken,https://www.hemnet.se/salda/lagenhet-2rum-svartbacken-uppsala-kommun-skoldungagatan-30b-5351879232949394716,Sköldungagatan 30B,2,60.0,3563,2410000,            -3 %          ,2339805,Såld30juni2022
Uppsalakommun,Uppsala,https://www.hemnet.se/salda/lagenhet-3rum-uppsala-uppsala-kommun-ringgatan-20a-4937031902126974754,Ringgatan 20A,3,75.5,4132,2750000,            -5 %          ,2619047,Såld30juni2022
Uppsalakommun,Eriksberg,https://www.hemnet.se/salda/lagenhet-5rum-eriksberg-uppsala-kommun-stigbergsplan-1-b-4559477104505673464,Stigbergsplan 1 B,5,112.3,5935,4575000,            ±0 %          ,4575000,Såld30juni2022
Uppsalakommun,Fålhagen,https://www.hemnet.se/salda/lagenhet-1rum-falhagen-uppsala-kommun-torkelsgatan-18b-2821553916712852853,Torkelsgatan 18B,1,41.5,1864,1950000,            -2 %          ,1911764,Såld30juni2022
Uppsalakommun,FrämreLuthagen,https://www.hemnet.se/salda/lagenhet-1rum-framre-luthagen-uppsala-kommun-fredsgatan-3-2455116579937215169,Fredsgatan 3,1,27.7,1759,1800000,            ±0 %          ,1800000,Såld30juni2022
Uppsalakommun,Fålhagen,https://www.hemnet.se/salda/lagenhet-2rum-falhagen-uppsala-kommun-botvidsgatan-16b-1078973984119279954,Botvidsgatan 16B,2,50.0,3199,2270000,            +3 %          ,2203883,Såld30juni2022
Uppsalakommun,Svartbäcken,https://www.hemnet.se/salda/lagenhet-2rum-svartbacken-uppsala-kommun-egilsgatan-11b-416258651690259584,Egilsgatan 11B,2,56.0,3218,1950000,            ±0 %          ,1950000,Såld30juni2022
Uppsalakommun,Kapellgärdet,https://www.hemnet.se/salda/lagenhet-6rum-kapellgardet-uppsala-kommun-djaknegatan-70-8510384660075914972,Djäknegatan 70,6,134.5,6948,4300000,            +5 %          ,4095238,Såld30juni2022
Uppsalakommun,Tunabackar,https://www.hemnet.se/salda/lagenhet-4rum-tunabackar-uppsala-kommun-tunagatan-32-e-7338198671532703411,Tunagatan 32 E,4,95.0,4951,3000000,            +4 %          ,2884615,Såld30juni2022
Uppsalakommun,Luthagen,https://www.hemnet.se/salda/lagenhet-1rum-luthagen-uppsala-kommun-hallbygatan-28b-2222652492241474840,Hällbygatan 28B,1,40.0,2164,1850000,            +9 %          ,1697247,Såld30juni2022
Uppsalakommun,Kungsängen,https://www.hemnet.se/salda/lagenhet-4rum-kungsangen-industristaden-uppsala-kommun-industrigatan-31-674420741008062902,Industrigatan 31,4,94.0,4039,4350000,            +4 %          ,4182692,Såld30juni2022
Uppsalakommun,Sommarro,https://www.hemnet.se/salda/lagenhet-1rum-sommarro-uppsala-kommun-norbyvagen-71-a-4807742732590958806,Norbyvägen 71 A,1,38.0,2784,1595000,            ±0 %          ,1595000,Såld29juni2022
Uppsalakommun,Fålhagen,https://www.hemnet.se/salda/lagenhet-2rum-falhagen-hoganas-uppsala-kommun-kvarntorget-7-1546545215055612891,Kvarntorget 7,2,56.0,2453,2200000,            +10 %          ,1999999,Såld29juni2022
Uppsalakommun,Luthagen,https://www.hemnet.se/salda/lagenhet-4rum-luthagen-uppsala-kommun-ringgatan-2c-1539983830765782080,Ringgatan 2C,4,128.0,6619,3900000,            ±0 %          ,3900000,Såld29juni2022
Uppsalakommun,Fålhagen,https://www.hemnet.se/salda/lagenhet-2rum-falhagen-uppsala-kommun-norrtaljegatan-1b-617607512437182278,Norrtäljegatan 1B,2,58.0,3288,2199000,            ±0 %          ,2199000,Såld29juni2022
Uppsalakommun,Luthagen,https://www.hemnet.se/salda/lagenhet-4rum-luthagen-uppsala-kommun-ringgatan-2-f-5486755754652162053,Ringgatan 2 F,4,103.0,5577,4180000,            +5 %          ,3980952,Såld29juni2022
Uppsalakommun,Ekeby,https://www.hemnet.se/salda/lagenhet-4rum-ekeby-uppsala-kommun-vanortsgatan-118-1394199358504142272,Vänortsgatan 118,4,88.1,5577,5300000,            ±0 %          ,5300000,Såld29juni2022
