region,location,link,street_address,num_of_rooms,size,fee,final_price,percentage_change,price,sold_date
Uppsalakommun,Fålhagen,"https://www.hemnet.se/salda/lagenhet-1,5rum-falhagen-uppsala-kommun-marielundsgatan-5-b-4542615995685388310",Marielundsgatan 5 B,1.5,50.0,2526,2175000,            -5 %          ,2071428,Såld23december2022
Uppsalakommun,Luthagen,https://www.hemnet.se/salda/lagenhet-1rum-luthagen-uppsala-kommun-gotgatan-20b-2276650851014244562,Götgatan 20B,1,36.0,2279,1995000,            ±0 %          ,1995000,Såld23december2022
Uppsalakommun,FrämreLuthagen,https://www.hemnet.se/salda/lagenhet-1rum-framre-luthagen-uppsala-kommun-luthagsesplanaden-21a-807179230222006545,Luthagsesplanaden 21A,1,33.0,1919,2275000,            +1 %          ,2252475,Såld22december2022
Uppsalakommun,Luthagen,https://www.hemnet.se/salda/lagenhet-1rum-luthagen-uppsala-kommun-luthagsesplanaden-28a-3425503536454617483,Luthagsesplanaden 28A,1,25.0,1455,1795000,            ±0 %          ,1795000,Såld22december2022
Uppsalakommun,Luthagen,"https://www.hemnet.se/salda/lagenhet-4,5rum-luthagen-uppsala-kommun-vasagatan-5b-5068217798622463887",Vasagatan 5B,4.5,128.0,7154,7250000,            +17 %          ,6196581,Såld22december2022
Uppsalakommun,FÅLHAGEN,https://www.hemnet.se/salda/lagenhet-2rum-falhagen-uppsala-kommun-falhagsleden-8a-4697566958136619838,Fålhagsleden 8A,2,41.5,2323,2000000,            -9 %          ,1834862,Såld22december2022
Uppsalakommun,Salabacke,https://www.hemnet.se/salda/lagenhet-1rum-salabacke-uppsala-kommun-murargatan-26-c-8439298909218536871,Murargatan 26 C,1,38.1,2391,1475000,            -1 %          ,1460396,Såld21december2022
Uppsalakommun,Löten,https://www.hemnet.se/salda/lagenhet-1rum-loten-uppsala-kommun-heidenstamsgatan-1-5753032614270350710,Heidenstamsgatan 1,1,31.0,1866,1350000,            +4 %          ,1298076,Såld21december2022
Uppsalakommun,Centrum,https://www.hemnet.se/salda/lagenhet-4rum-centrum-hoganas-uppsala-kommun-storgatan-16c-1436036783919708919,Storgatan 16C,4,95.7,5034,3620000,            +4 %          ,3480769,Såld21december2022
Uppsalakommun,Rosendal,https://www.hemnet.se/salda/lagenhet-4rum-rosendal-uppsala-kommun-betty-petterssons-gata-7-8264249970539271097,Betty Petterssons gata 7,4,82.0,5578,3795000,            ±0 %          ,3795000,Såld21december2022
Uppsalakommun,Luthagen,https://www.hemnet.se/salda/lagenhet-2rum-luthagen-uppsala-kommun-norrlandsgatan-36-d-3547797569143613712,Norrlandsgatan 36 D,2,54.0,2719,1900000,,3795000,Såld21december2022
Uppsalakommun,Luthagen,"https://www.hemnet.se/salda/lagenhet-1,5rum-luthagen-stabby-uppsala-kommun-tiundagatan-49-2246356370504261067",Tiundagatan 49,1.5,45.2,2513,1795000,            ±0 %          ,1795000,Såld21december2022
Uppsalakommun,Centrum,https://www.hemnet.se/salda/lagenhet-2rum-centrum-uppsala-kommun-kungsgatan-52-a-3001675312817220817,Kungsgatan 52 A,2,41.0,2703,2010000,            +4 %          ,1932692,Såld20december2022
Uppsalakommun,Rickomberga,"https://www.hemnet.se/salda/lagenhet-4rum-rickomberga-uppsala-kommun-polhemsgatan-2,-1tr-7690469160151990557","Polhemsgatan 2, 1tr",4,101.0,5479,3500000,            ±0 %          ,3500000,Såld20december2022
Uppsalakommun,Kåbo,https://www.hemnet.se/salda/lagenhet-1rum-kabo-uppsala-kommun-dag-hammarskjolds-vag-15a-2396150446606595096,Dag hammarskjölds väg 15A,1,29.0,2487,1400000,            -3 %          ,1359223,Såld20december2022
Uppsalakommun,Luthagen,"https://www.hemnet.se/salda/lagenhet-1,5rum-luthagen-stabby-uppsala-kommun-tiundagatan-47-2058245958985416797",Tiundagatan 47,1.5,45.2,2361,1770000,            -7 %          ,1654205,Såld20december2022
Uppsalakommun,Kungsängen,https://www.hemnet.se/salda/lagenhet-4rum-kungsangen-uppsala-kommun-kungsangsgatan-68f-1121623947463520452,Kungsängsgatan 68F,4,102.5,5034,4375000,,1654205,Såld20december2022
Uppsalakommun,Sävja,https://www.hemnet.se/salda/lagenhet-3rum-savja-uppsala-kommun-smalandsvagen-111-3690933624350896898,Smålandsvägen 111,3,68.9,5624,1495000,            -12 %          ,1334821,Såld19december2022
Uppsalakommun,Svartbäcken,https://www.hemnet.se/salda/lagenhet-4rum-svartbacken-uppsala-kommun-folkungagatan-18b-4464900871526573899,Folkungagatan 18B,4,105.0,4398,3430000,            +1 %          ,3396039,Såld18december2022
Uppsalakommun,Kungsängen,https://www.hemnet.se/salda/lagenhet-1rum-kungsangen-industristaden-uppsala-kommun-industrigatan-19-7271986231290765556,Industrigatan 19,1,34.5,2139,1880000,            -4 %          ,1807692,Såld17december2022
Uppsalakommun,Rosendal,https://www.hemnet.se/salda/lagenhet-1rum-rosendal-uppsala-kommun-torgny-segerstedts-alle-27-2273820828769066078,Torgny Segerstedts allé 27,1,27.0,1321,1750000,            -3 %          ,1699029,Såld17december2022
Uppsalakommun,CentrumUppsala,https://www.hemnet.se/salda/lagenhet-2rum-centrum-uppsala-uppsala-kommun-hamnesplanaden-4c-7460999350552206206,Hamnesplanaden 4C,2,41.8,2202,2175000,            +4 %          ,2091346,Såld17december2022
Uppsalakommun,FulleröHage,https://www.hemnet.se/salda/lagenhet-2rum-fullero-hage-uppsala-kommun-stackmolnsvagen-87-a-1179881405248950476,Stackmolnsvägen 87 A,2,53.0,3197,1795000,            ±0 %          ,1795000,Såld17december2022
Uppsalakommun,Gottsunda,https://www.hemnet.se/salda/lagenhet-2rum-gottsunda-uppsala-kommun-henry-wemans-vag-2-9223137873594800165,Henry Wemans väg 2,2,53.0,3350,1600000,            +3 %          ,1553398,Såld16december2022
Uppsalakommun,Luthagen,https://www.hemnet.se/salda/lagenhet-2rum-luthagen-uppsala-kommun-geijersgatan-52-b-81355323000720419,Geijersgatan 52 B,2,57.4,2893,2200000,            -4 %          ,2115384,Såld16december2022
Uppsalakommun,Slavsta,https://www.hemnet.se/salda/lagenhet-3rum-slavsta-uppsala-kommun-stalgatan-44-711241083387326262,Stålgatan 44,3,80.0,4964,2600000,            -4 %          ,2500000,Såld16december2022
Uppsalakommun,Rosendal,https://www.hemnet.se/salda/lagenhet-2rum-rosendal-uppsala-kommun-rosendalsvagen-20-4030061585422272119,Rosendalsvägen 20,2,59.0,4011,2200000,            -4 %          ,2115384,Såld16december2022
Uppsalakommun,GränbyBacke,https://www.hemnet.se/salda/lagenhet-3rum-granby-backe-uppsala-kommun-granbyvagen-2b-8491416074721917206,Gränbyvägen 2B,3,76.0,3735,2550000,            -9 %          ,2339449,Såld16december2022
Uppsalakommun,Rosendal,https://www.hemnet.se/salda/lagenhet-1rum-rosendal-uppsala-kommun-torgny-segerstedts-alle-4-7317656800209532055,Torgny Segerstedts allé 4,1,31.0,1590,1495000,            ±0 %          ,1495000,Såld16december2022
Uppsalakommun,TunaBackar,"https://www.hemnet.se/salda/lagenhet-3,5rum-tuna-backar-uppsala-kommun-fjardhundragatan-64-6653906721475608122",Fjärdhundragatan 64,3.5,83.0,4485,2670000,            -1 %          ,2643564,Såld16december2022
Uppsalakommun,Fålhagen,https://www.hemnet.se/salda/lagenhet-2rum-falhagen-uppsala-kommun-falhagsleden-8c-5371106320499291530,Fålhagsleden 8C,2,41.5,2323,2260000,            -2 %          ,2215686,Såld16december2022
Uppsalakommun,Årsta,https://www.hemnet.se/salda/lagenhet-2rum-arsta-uppsala-kommun-fyrislundsgatan-26-5167648352425182922,Fyrislundsgatan 26,2,68.0,3716,1995000,            ±0 %          ,1995000,Såld16december2022
Uppsalakommun,Luthagen,https://www.hemnet.se/salda/lagenhet-3rum-luthagen-uppsala-kommun-jumkilsgatan-2a-4643090617014984896,Jumkilsgatan 2A,3,83.3,4042,2715000,            +5 %          ,2585714,Såld16december2022
Uppsalakommun,Fålhagen,"https://www.hemnet.se/salda/lagenhet-1,5rum-falhagen-uppsala-kommun-salagatan-49-b-3814076021070599686",Salagatan 49 B,1.5,43.0,2357,1995000,            ±0 %          ,1995000,Såld16december2022
Uppsalakommun,Luthagen,https://www.hemnet.se/salda/lagenhet-4rum-luthagen-uppsala-kommun-ringgatan-2c-3749135256148558486,Ringgatan 2C,4,106.5,5582,3725000,            -2 %          ,3651960,Såld16december2022
Uppsalakommun,Kapellgärdet,https://www.hemnet.se/salda/lagenhet-4rum-kapellgardet-uppsala-kommun-torngatan-30-3333638007598984378,Torngatan 30,4,101.0,4842,3800000,            +9 %          ,3486238,Såld16december2022
Uppsalakommun,Centrum,https://www.hemnet.se/salda/lagenhet-2rum-centrum-industristaden-uppsala-kommun-sockergatan-6-2210965236867076671,Sockergatan 6,2,49.0,3019,2495000,            ±0 %          ,2495000,Såld16december2022
Uppsalakommun,NYBY,https://www.hemnet.se/salda/lagenhet-2rum-nyby-uppsala-kommun-leopoldsgatan-25-249435668255697158,Leopoldsgatan 25,2,61.0,3447,1750000,            -10 %          ,1590909,Såld16december2022
Uppsalakommun,Dragarbrunn,https://www.hemnet.se/salda/lagenhet-1rum-dragarbrunn-uppsala-kommun-dragarbrunnsgatan-53-6386944868819159020,Dragarbrunnsgatan 53,1,21.5,1495,1600000,            -11 %          ,1441441,Såld15december2022
Uppsalakommun,FrämreLuthagen,https://www.hemnet.se/salda/lagenhet-1rum-framre-luthagen-uppsala-kommun-luthagsesplanaden-11-7707919362877743135,Luthagsesplanaden 11,1,28.0,1438,1825000,            +1 %          ,1806930,Såld15december2022
Uppsalakommun,FulleröHage,https://www.hemnet.se/salda/lagenhet-4rum-fullero-hage-uppsala-kommun-stackmolnsvagen-87-f-4311801169908810763,Stackmolnsvägen 87 F,4,81.0,4884,2100000,            -4 %          ,2019230,Såld15december2022
Uppsalakommun,Salabacke,https://www.hemnet.se/salda/lagenhet-3rum-sala-backe-uppsala-kommun-johannelundsgatan-8-2670170621641456510,Johannelundsgatan 8,3,71.5,4029,2060000,            +3 %          ,2000000,Såld15december2022
Uppsalakommun,Luthagen,https://www.hemnet.se/salda/lagenhet-1rum-luthagen-uppsala-kommun-geijersgatan-54a-1317547052144879856,Geijersgatan 54A,1,39.0,2503,1900000,            +9 %          ,1743119,Såld15december2022
Uppsalakommun,Luthagen,https://www.hemnet.se/salda/lagenhet-2rum-luthagen-uppsala-kommun-sysslomansgatan-35b-3616162336775678355,Sysslomansgatan 35B,2,54.0,3405,2595000,            -4 %          ,2495192,Såld14december2022
Uppsalakommun,FrämreLuthagen,https://www.hemnet.se/salda/lagenhet-2rum-framre-luthagen-uppsala-kommun-odensgatan-16a-1485345940416120842,Odensgatan 16A,2,42.5,2668,2290000,            -7 %          ,2140186,Såld14december2022
Uppsalakommun,Luthagen,https://www.hemnet.se/salda/lagenhet-2rum-luthagen-uppsala-kommun-norrlandsgatan-42b-538013242193991373,Norrlandsgatan 42B,2,57.5,3144,1800000,            ±0 %          ,1800000,Såld14december2022
Uppsalakommun,Flogsta,https://www.hemnet.se/salda/lagenhet-3rum-flogsta-ekeby-uppsala-kommun-flogstavagen-5-b-7082223468435432892,Flogstavägen 5 B,3,76.3,6500,2150000,            +13 %          ,1902654,Såld13december2022
Uppsalakommun,SALABACKE,https://www.hemnet.se/salda/lagenhet-2rum-salabacke-uppsala-kommun-svardsliljegatan-4-5129541712404880545,Svärdsliljegatan 4,2,45.0,3190,1850000,            -5 %          ,1761904,Såld13december2022
Uppsalakommun,Salabacke,https://www.hemnet.se/salda/lagenhet-3rum-salabacke-uppsala-kommun-salabacksgatan-44a-4993466372742534367,Salabacksgatan 44A,3,79.0,5866,2595000,            ±0 %          ,2595000,Såld13december2022
Uppsalakommun,Fålhagen,https://www.hemnet.se/salda/lagenhet-3rum-falhagen-uppsala-kommun-marielundsgatan-5-a-1701634224064843124,Marielundsgatan 5 A,3,76.0,3305,3200000,            -8 %          ,2962962,Såld13december2022
Uppsalakommun,Rosendal,https://www.hemnet.se/salda/lagenhet-2rum-rosendal-uppsala-kommun-prefektgatan-1-435910474207360259,Prefektgatan 1,2,45.0,2147,1950000,            -2 %          ,1911764,Såld13december2022
Uppsalakommun,Salabacke,https://www.hemnet.se/salda/lagenhet-1rum-salabacke-uppsala-kommun-johannesbacksgatan-80b-6489128022155556507,Johannesbäcksgatan 80B,1,36.0,1417,1400000,            -6 %          ,1320754,Såld12december2022
Uppsalakommun,Centrum,https://www.hemnet.se/salda/lagenhet-1rum-centrum-uppsala-kommun-kryddblandargatan-13-8157760007064042810,Kryddblandargatan 13,1,34.0,2400,1875000,            ±0 %          ,1875000,Såld12december2022
Uppsalakommun,Kapellgärdet,https://www.hemnet.se/salda/lagenhet-3rum-kapellgardet-uppsala-kommun-portalgatan-88-3980271236012172009,Portalgatan 88,3,76.0,3695,3000000,            -3 %          ,2912621,Såld12december2022
Uppsalakommun,Salabacke,https://www.hemnet.se/salda/lagenhet-2rum-salabacke-uppsala-kommun-murargatan-7-2248041690458564229,Murargatan 7,2,62.5,2849,1850000,            ±0 %          ,1850000,Såld12december2022
Uppsalakommun,Rosendal,https://www.hemnet.se/salda/lagenhet-2rum-rosendal-uppsala-kommun-torgny-segerstedts-alle-9-4656456117980527401,Torgny segerstedts allé 9,2,38.0,2214,1900000,            +9 %          ,1743119,Såld11december2022
Uppsalakommun,Salabacke,https://www.hemnet.se/salda/lagenhet-3rum-sala-backe-uppsala-kommun-lastmakargatan-1d-2669607191394180930,Lästmakargatan 1D,3,71.5,4225,2275000,            +14 %          ,1995614,Såld11december2022
Uppsalakommun,SalaBacke,"https://www.hemnet.se/salda/lagenhet-3,5rum-sala-backe-uppsala-kommun-lastmakargatan-9b-4446856914159031875",Lästmakargatan 9B,3.5,81.0,4922,2740000,            +10 %          ,2490909,Såld10december2022
Uppsalakommun,Kvarngärdet,https://www.hemnet.se/salda/lagenhet-2rum-kvarngardet-uppsala-kommun-rabyvagen-41-5543432429552564907,Råbyvägen 41,2,55.5,3282,1800000,            -5 %          ,1714285,Såld10december2022
Uppsalakommun,SALABACKE,https://www.hemnet.se/salda/lagenhet-3rum-salabacke-uppsala-kommun-johannesbacksgatan-43-4029993928704638911,Johannesbäcksgatan 43,3,82.0,4886,2295000,            -8 %          ,2125000,Såld10december2022
Uppsalakommun,Rosendal,https://www.hemnet.se/salda/lagenhet-4rum-rosendal-uppsala-kommun-torgny-segerstedts-alle-17b-3007648722466810006,Torgny Segerstedts allé 17B,4,94.0,4700,3300000,            +10 %          ,2999999,Såld10december2022
Uppsalakommun,Centrum,https://www.hemnet.se/salda/lagenhet-1rum-centrum-uppsala-kommun-kungsangsgatan-36b-5120023470727080792,Kungsängsgatan 36B,1,33.6,2129,1725000,            -1 %          ,1707920,Såld9december2022
Uppsalakommun,Nyby,https://www.hemnet.se/salda/lagenhet-3rum-nyby-uppsala-kommun-leopoldsgatan-19-3982282444820382272,Leopoldsgatan 19,3,87.0,4636,2550000,            +2 %          ,2500000,Såld9december2022
Uppsalakommun,Höganäs,https://www.hemnet.se/salda/lagenhet-2rum-hoganas-uppsala-kommun-botvidsgatan-8-a-6369765647560184066,Botvidsgatan 8 A,2,51.0,2935,2375000,            -1 %          ,2351485,Såld9december2022
Uppsalakommun,Fålhagen,https://www.hemnet.se/salda/lagenhet-2rum-falhagen-uppsala-kommun-salagatan-53b-6223547461469850940,Salagatan 53B,2,48.5,3410,2280000,            +4 %          ,2192307,Såld9december2022
Uppsalakommun,Salabacke,https://www.hemnet.se/salda/lagenhet-2rum-sala-backe-uppsala-kommun-ritargatan-3-3185336217199954022,Ritargatan 3,2,50.9,2366,1795000,            ±0 %          ,1795000,Såld9december2022
Uppsalakommun,Salabacke,https://www.hemnet.se/salda/lagenhet-1rum-salabacke-uppsala-kommun-murargatan-14-b-3174292377477333901,Murargatan 14 B,1,24.5,1730,1350000,            -3 %          ,1310679,Såld9december2022
Uppsalakommun,Höganäs,"https://www.hemnet.se/salda/lagenhet-2,5rum-hoganas-uppsala-kommun-vaderkvarnsgatan-15-e-1843411247336146580",Väderkvarnsgatan 15 E,2.5,63.0,2761,2550000,            -2 %          ,2500000,Såld9december2022
Uppsalakommun,Årsta,https://www.hemnet.se/salda/lagenhet-2rum-arsta-uppsala-kommun-korvelgatan-49-c-1757170623790386592,Körvelgatan 49 C,2,60.3,2907,1610000,            -7 %          ,1504672,Såld9december2022
Uppsalakommun,Svartbäcken,https://www.hemnet.se/salda/lagenhet-3rum-svartbacken-uppsala-kommun-skoldungagatan-37-3772355405550580954,Sköldungagatan 37,3,85.9,2804,2740000,            ±0 %          ,2740000,Såld8december2022
Uppsalakommun,Salabacke,https://www.hemnet.se/salda/lagenhet-1rum-sala-backe-uppsala-kommun-kastanjegatan-7-7852103155498840679,Kastanjegatan 7,1,39.0,2397,1625000,            -2 %          ,1593137,Såld8december2022
Uppsalakommun,FrämreLuthagen,https://www.hemnet.se/salda/lagenhet-3rum-framre-luthagen-uppsala-kommun-gluntens-grand-1-6730028906784165207,Gluntens gränd 1,3,71.0,3136,3900000,,1593137,Såld8december2022
Uppsalakommun,Gränby,https://www.hemnet.se/salda/lagenhet-2rum-granby-uppsala-kommun-rabyvagen-53e-3471553370380753019,Råbyvägen 53E,2,45.0,2855,1650000,            -3 %          ,1601941,Såld8december2022
Uppsalakommun,Luthagen,https://www.hemnet.se/salda/lagenhet-2rum-luthagen-uppsala-kommun-geijersgatan-40-a-2135605038221205350,Geijersgatan 40 A,2,48.0,2984,2225000,            +17 %          ,1901709,Såld8december2022
Uppsalakommun,Flogsta,"https://www.hemnet.se/salda/lagenhet-3,5rum-flogsta-uppsala-kommun-flogstavagen-156-1256983446915085948",Flogstavägen 156,3.5,87.5,4381,3100000,            +5 %          ,2952380,Såld8december2022
Uppsalakommun,Kungsängen,"https://www.hemnet.se/salda/lagenhet-1,5rum-kungsangen-uppsala-kommun-kungsgatan-93d-4748761257950221",Kungsgatan 93D,1.5,36.0,1651,2035000,            +2 %          ,1995098,Såld8december2022
Uppsalakommun,Kapellgärdet,https://www.hemnet.se/salda/lagenhet-2rum-kapellgardet-uppsala-kommun-rabyvagen-78-277858079633172195,Råbyvägen 78,2,66.0,3853,1800000,            -14 %          ,1578947,Såld7december2022
Uppsalakommun,Sommarro,https://www.hemnet.se/salda/lagenhet-2rum-sommarro-uppsala-kommun-lindsbergsgatan-7c-3373098065564273060,Lindsbergsgatan 7C,2,46.0,2677,1870000,            -1 %          ,1851485,Såld6december2022
Uppsalakommun,Luthagen,https://www.hemnet.se/salda/lagenhet-2rum-luthagen-uppsala-kommun-geijersgatan-54a-4657841324654750846,Geijersgatan 54A,2,57.4,2893,1900000,            -5 %          ,1809523,Såld6december2022
Uppsalakommun,Luthagen,https://www.hemnet.se/salda/lagenhet-2rum-luthagen-uppsala-kommun-tegnergatan-33b-7464750656172914998,Tegnérgatan 33B,2,54.0,3451,2295000,            ±0 %          ,2295000,Såld6december2022
Uppsalakommun,Kåbo,https://www.hemnet.se/salda/lagenhet-4rum-kabo-uppsala-kommun-gerd-enequists-gata-14-6333453077571346862,Gerd Enequists gata 14,4,97.5,5375,3945000,            ±0 %          ,3945000,Såld5december2022
Uppsalakommun,Sävja,https://www.hemnet.se/salda/lagenhet-3rum-savja-uppsala-kommun-blekingevagen-13-8439706086530038306,Blekingevägen 13,3,76.0,4727,1300000,,3945000,Såld5december2022
Uppsalakommun,Luthagen,https://www.hemnet.se/salda/lagenhet-2rum-luthagen-uppsala-kommun-tegnergatan-31c-8347227995785417356,Tegnérgatan 31C,2,50.0,2904,2140000,            ±0 %          ,2140000,Såld5december2022
Uppsalakommun,Centrum,https://www.hemnet.se/salda/lagenhet-1rum-centrum-uppsala-kommun-vretgrand-1-7542825116598491771,Vretgränd 1,1,30.0,1514,2075000,            ±0 %          ,2075000,Såld5december2022
Uppsalakommun,Höganäs,https://www.hemnet.se/salda/lagenhet-1rum-hoganas-uppsala-kommun-vaksalagatan-40b-5902462567098604678,Vaksalagatan 40B,1,22.0,1345,1425000,            -4 %          ,1370192,Såld5december2022
Uppsalakommun,Valsätra,https://www.hemnet.se/salda/lagenhet-2rum-valsatra-uppsala-kommun-hugo-alfvens-vag-4-1274126386906737691,Hugo Alfvéns Väg 4,2,64.5,3584,1400000,            -15 %          ,1217391,Såld5december2022
Uppsalakommun,Herrhagen,https://www.hemnet.se/salda/lagenhet-4rum-herrhagen-uppsala-kommun-herrhagsvagen-190-3944333931206874523,Herrhagsvägen 190,4,94.7,5808,1850000,            -7 %          ,1728971,Såld4december2022
Uppsalakommun,Industristaden,https://www.hemnet.se/salda/lagenhet-3rum-industristaden-kungsangen-uppsala-kommun-siktargatan-8-253242335333916813,Siktargatan 8,3,72.0,4362,2795000,            -7 %          ,2612149,Såld4december2022
Uppsalakommun,Årsta,https://www.hemnet.se/salda/lagenhet-1rum-arsta-uppsala-kommun-falhagsleden-101-46786765814368238,Fålhagsleden 101,1,31.4,1950,1200000,            +21 %          ,991735,Såld4december2022
Uppsalakommun,Vädergatorna,https://www.hemnet.se/salda/lagenhet-3rum-vadergatorna-uppsala-kommun-tovadersgatan-15b-2852096379748409966,Tövädersgatan 15B,3,91.0,3916,2515000,            +5 %          ,2395238,Såld3december2022
Uppsalakommun,Fålhagen,https://www.hemnet.se/salda/lagenhet-2rum-falhagen-uppsala-kommun-stationsgatan-38-6921464173612758544,Stationsgatan 38,2,59.0,3467,2710000,            -3 %          ,2631067,Såld3december2022
Uppsalakommun,Sävja,"https://www.hemnet.se/salda/lagenhet-2rum-savja-uppsala-kommun-olandsresan-156,-bv-2694039032257739051","Ölandsresan 156, BV",2,66.0,4119,1025000,            +21 %          ,847107,Såld2december2022
Uppsalakommun,Stenhagen,https://www.hemnet.se/salda/lagenhet-5rum-stenhagen-uppsala-kommun-stenrosvagen-113-6925825205790544728,Stenrösvägen 113,5,123.5,9179,1320000,            +2 %          ,1294117,Såld2december2022
Uppsalakommun,Salabacke,https://www.hemnet.se/salda/lagenhet-2rum-salabacke-uppsala-kommun-svardsliljegatan-2-4655157090079054953,Svärdsliljegatan 2,2,45.0,3189,1695000,            ±0 %          ,1695000,Såld2december2022
Uppsalakommun,Svartbäcken,https://www.hemnet.se/salda/lagenhet-2rum-svartbacken-uppsala-kommun-swedenborgsgatan-28b-9002287835798064148,Swedenborgsgatan 28B,2,60.0,3693,1825000,            +8 %          ,1689814,Såld2december2022
Uppsalakommun,Sävja,"https://www.hemnet.se/salda/lagenhet-1,5rum-savja-uppsala-kommun-smalandsvagen-101-8999483625162885259",Smålandsvägen 101,1.5,47.3,3281,1300000,            -12 %          ,1160714,Såld2december2022
Uppsalakommun,Fålhagen,https://www.hemnet.se/salda/lagenhet-3rum-falhagen-uppsala-kommun-norrtaljegatan-3b-7215926028773027222,Norrtäljegatan 3B,3,81.5,4008,3450000,            -1 %          ,3415841,Såld2december2022
Uppsalakommun,Luthagen,https://www.hemnet.se/salda/lagenhet-4rum-luthagen-uppsala-kommun-pelargatan-8-7012956318854065145,Pelargatan 8,4,99.0,4772,3100000,            +4 %          ,2980769,Såld2december2022
Uppsalakommun,Fålhagen,https://www.hemnet.se/salda/lagenhet-2rum-falhagen-hoganas-uppsala-kommun-vaksalagatan-30-a-6558454274889878904,Vaksalagatan 30 A,2,64.0,3859,2200000,            ±0 %          ,2200000,Såld2december2022
Uppsalakommun,Herrhagen,https://www.hemnet.se/salda/lagenhet-2rum-herrhagen-uppsala-kommun-herrhagsvagen-190-1812173065212637181,Herrhagsvägen 190,2,53.7,3789,1290000,            -13 %          ,1141592,Såld2december2022
Uppsalakommun,Fålhagen,https://www.hemnet.se/salda/lagenhet-2rum-falhagen-uppsala-kommun-ymergatan-13b-832280264890222211,Ymergatan 13B,2,50.5,2921,2430000,            -3 %          ,2359223,Såld2december2022
Uppsalakommun,Ekeby,https://www.hemnet.se/salda/lagenhet-2rum-ekeby-uppsala-kommun-flogstavagen-5-9149116325237239990,Flogstavägen 5,2,54.8,5428,1595000,            -6 %          ,1504716,Såld1december2022
Uppsalakommun,Luthagen,https://www.hemnet.se/salda/lagenhet-3rum-luthagen-uppsala-kommun-geijersgatan-15a-8996221755293852748,Geijersgatan 15A,3,74.0,3311,3050000,            +2 %          ,2990196,Såld1december2022
Uppsalakommun,Kåbo,https://www.hemnet.se/salda/lagenhet-2rum-kabo-uppsala-kommun-banergatan-5a-2034554563030895067,Banérgatan 5A,2,35.5,1998,1750000,            -8 %          ,1620370,Såld1december2022
Uppsalakommun,Gränby,https://www.hemnet.se/salda/lagenhet-3rum-granby-uppsala-kommun-stormgatan-10-5988354695297091407,Stormgatan 10,3,82.5,4401,2100000,            +5 %          ,2000000,Såld1december2022
